Co_Ref,Total_Renewal_Score_New,Tenure_Years,Band,call_count_window,tenure_days,price_change_ratio,days_last_call_to_renewal,call_freq_per_month
SC1503,44.0,3.0,1,0,1096.0,0.0,98.0,0.0
PA4646,39.5,1.0,4,1,365.0,0.26054590570719605,-27.0,0.2222222222222222
HT1529,44.5,2.0,3,0,731.0,0.19623233908948196,98.0,0.0
KB6767,41.5,4.0,0,0,1461.0,0.2359882005899705,98.0,0.0
HW1267,32.5,2.0,4,1,731.0,0.0,35.0,0.2222222222222222
AX9288,33.0,4.0,0,0,1461.0,0.0,98.0,0.0
EQ9656,44.0,1.0,1,1,365.0,0.0,188.0,0.2222222222222222
TA7235,31.0,1.0,1,1,365.0,0.0,276.0,0.2222222222222222
BY3619,40.5,1.0,4,0,365.0,0.0,98.0,0.0
RH3784,44.5,15.0,4,1,5479.0,0.0,188.0,0.2222222222222222
HT8222,45.5,18.0,5,0,6575.0,0.0,98.0,0.0
LR2462,42.5,4.0,2,0,1461.0,0.0,98.0,0.0
RY6706,44.5,7.0,3,0,2557.0,0.0,98.0,0.0
YO5426,45.0,8.0,2,0,2922.0,0.0,98.0,0.0
AQ7598,45.0,4.0,3,0,1461.0,0.0,98.0,0.0
LG0298,42.0,6.0,2,0,2192.0,0.0,98.0,0.0
UE8020,44.5,4.0,4,0,1461.0,0.0,98.0,0.0
WY0787,43.5,3.0,2,0,1096.0,0.0,98.0,0.0
ZJ1565,43.0,3.0,1,0,1096.0,0.0,98.0,0.0
OY2398,46.0,6.0,3,1,2192.0,0.0,338.0,0.2222222222222222
RE1510,45.5,12.0,10,0,4399.0,23.8375,98.0,0.0
UR7587,44.0,4.0,3,0,1461.0,0.0,98.0,0.0
RM0265,43.5,13.0,7,1,4748.0,0.0,369.0,0.2222222222222222
VW5323,46.5,19.0,7,0,6940.0,0.0,98.0,0.0
NI8713,44.0,18.0,9,1,6575.0,0.0666851903306474,-26.0,0.2222222222222222
ZY3137,45.0,18.0,4,0,6575.0,0.0,98.0,0.0
EP9523,46.0,14.0,7,1,5114.0,0.0,218.0,0.2222222222222222
CI4681,44.5,9.0,4,1,3287.0,0.0,369.0,0.2222222222222222
WQ7282,43.5,2.0,2,1,731.0,0.5870816457045406,66.0,0.2222222222222222
OU7767,45.0,9.0,7,0,3287.0,0.0,98.0,0.0
XJ3440,43.0,8.0,4,1,2922.0,0.0,583.0,0.2222222222222222
CG5737,44.0,7.0,8,0,2557.0,0.0,98.0,0.0
WB8248,45.0,12.0,5,1,4383.0,0.0,674.0,0.2222222222222222
FK8838,44.0,1.0,3,0,365.0,0.0,98.0,0.0
RI9673,46.5,13.0,8,0,4748.0,0.0,98.0,0.0
JE8780,44.0,7.0,3,0,2557.0,0.0,98.0,0.0
RP9882,44.0,2.0,1,0,731.0,0.0,98.0,0.0
AW1523,41.5,1.0,2,0,365.0,0.08116883116883117,98.0,0.0
NR5571,45.0,8.0,4,0,2922.0,0.0,98.0,0.0
YP0108,45.5,8.0,4,0,2922.0,0.0,98.0,0.0
MJ8261,45.0,6.0,1,0,2192.0,0.0,98.0,0.0
EZ2335,44.5,9.0,3,0,3287.0,0.0,98.0,0.0
TM8818,43.5,13.0,3,0,4748.0,0.0,98.0,0.0
MS7236,46.5,7.0,5,0,2557.0,0.3607594936708861,98.0,0.0
ZD5710,43.0,6.0,7,0,2192.0,0.0,98.0,0.0
LS3090,43.5,4.0,2,0,1461.0,0.0,98.0,0.0
LD0692,45.0,7.0,3,0,2557.0,0.0,98.0,0.0
UI8436,45.5,8.0,1,1,2922.0,0.0,249.0,0.2222222222222222
MG4097,44.0,3.0,7,0,1096.0,90.625,98.0,0.0
KG7381,42.0,2.0,1,0,731.0,0.0,98.0,0.0
UY9855,46.5,8.0,3,0,2922.0,0.0,98.0,0.0
IJ0285,44.0,8.0,3,0,2922.0,0.0,98.0,0.0
NA6565,32.0,3.0,4,1,1096.0,0.2229176697159364,-26.0,0.2222222222222222
WB7053,45.0,12.0,5,0,4383.0,0.0,98.0,0.0
RM1699,42.0,13.0,1,0,4748.0,0.0,98.0,0.0
DR9991,42.0,2.0,2,1,731.0,0.0,553.0,0.2222222222222222
TY3529,42.0,11.0,1,0,4018.0,0.0,98.0,0.0
MP1687,46.5,9.0,5,0,3287.0,0.0,98.0,0.0
LR8870,41.5,9.0,4,0,3287.0,0.2222951896240354,98.0,0.0
TQ5247,45.0,6.0,2,0,2192.0,0.5323679727427598,98.0,0.0
AZ2509,43.5,2.0,1,0,731.0,0.0,98.0,0.0
CQ9953,32.5,2.0,2,0,731.0,0.0,98.0,0.0
EU7893,42.5,1.0,1,1,365.0,0.0,249.0,0.2222222222222222
JH0660,45.5,4.0,5,1,1461.0,0.0,67.0,0.2222222222222222
QR5833,42.5,1.0,1,0,365.0,0.0,98.0,0.0
DN3740,32.5,1.0,5,0,365.0,0.0,98.0,0.0
EQ4064,46.5,14.0,8,0,5114.0,0.0,98.0,0.0
FE3240,43.0,4.0,5,0,1461.0,0.0,98.0,0.0
XV6509,46.0,4.0,2,0,1461.0,0.14014014014014015,98.0,0.0
HR1621,44.5,7.0,5,0,2557.0,0.0,98.0,0.0
WL3633,44.0,8.0,9,0,2922.0,0.0,98.0,0.0
PT3580,43.5,9.0,1,1,3287.0,-0.16361256544502617,35.0,0.2222222222222222
LU1324,44.0,9.0,8,1,3287.0,0.0,97.0,0.2222222222222222
RK3229,32.5,2.0,1,0,731.0,0.20949263502454993,98.0,0.0
TY3768,44.0,12.0,5,1,4383.0,0.0,249.0,0.2222222222222222
SB4788,44.5,2.0,5,0,731.0,0.0,98.0,0.0
QM7815,42.0,6.0,1,0,2192.0,0.0,98.0,0.0
NB3667,45.5,17.0,4,0,6209.0,0.0,98.0,0.0
BW3274,42.5,1.0,4,0,365.0,0.0,98.0,0.0
BZ0000,42.5,1.0,2,0,365.0,0.0,98.0,0.0
NG7231,43.0,2.0,5,1,731.0,0.0,156.0,0.2222222222222222
DG8022,44.0,1.0,1,0,365.0,0.0,98.0,0.0
OZ3512,44.5,2.0,3,0,731.0,-0.07849293563579278,98.0,0.0
WO3367,44.5,8.0,3,0,2922.0,0.0,98.0,0.0
SX6547,46.5,6.0,2,1,2192.0,0.0,-27.0,0.2222222222222222
NS7287,45.0,11.0,2,1,4018.0,-0.029812606473594547,-27.0,0.2222222222222222
TZ7767,35.0,9.0,1,0,3287.0,0.0,98.0,0.0
VD7744,41.0,1.0,1,0,365.0,0.0,98.0,0.0
QX2581,44.5,17.0,4,0,6209.0,0.0,98.0,0.0
LY8711,42.5,1.0,3,0,365.0,0.21685327047731284,98.0,0.0
TJ1178,44.0,3.0,8,0,1096.0,0.0,98.0,0.0
GX9594,42.5,1.0,9,0,365.0,0.0,98.0,0.0
RF9231,42.0,6.0,9,0,2192.0,0.0,98.0,0.0
ES1989,35.0,14.0,2,1,5114.0,0.0,275.0,0.2222222222222222
UX4123,41.0,2.0,1,0,731.0,0.0,98.0,0.0
VU0574,41.0,6.0,2,0,2192.0,0.0,98.0,0.0
WB2751,42.0,12.0,2,0,4384.0,0.0,98.0,0.0
IP4835,32.5,2.0,1,0,731.0,0.0,98.0,0.0
IX5593,42.5,1.0,5,0,365.0,0.0,98.0,0.0
QZ5493,32.5,6.0,13,0,2192.0,0.25143930670868425,98.0,0.0
BE8565,41.0,9.0,1,0,3287.0,0.0,98.0,0.0
ZJ4972,40.0,2.0,2,0,731.0,0.0,98.0,0.0
BC6183,42.0,7.0,3,1,2557.0,0.0,126.0,0.2222222222222222
GF1922,45.0,14.0,4,0,5114.0,0.0,98.0,0.0
BJ9145,43.0,2.0,1,0,792.0,1.0683229813664596,98.0,0.0
GV3616,39.0,2.0,3,0,731.0,0.0,98.0,0.0
IE1100,40.0,2.0,1,0,731.0,0.0,98.0,0.0
CS9905,42.5,3.0,5,0,1096.0,0.38205499276411004,98.0,0.0
NH3386,34.0,8.0,9,0,2922.0,0.0,98.0,0.0
ZJ2630,34.5,3.0,3,0,1096.0,0.0,98.0,0.0
JP8612,45.5,18.0,4,0,6575.0,0.0,98.0,0.0
EU6315,40.0,2.0,1,0,731.0,0.18552875695732837,98.0,0.0
RL8831,46.0,13.0,2,0,4748.0,0.0,98.0,0.0
LY0806,44.0,3.0,9,0,1096.0,0.0,98.0,0.0
QQ6118,42.0,1.0,2,0,365.0,0.0,98.0,0.0
VA5915,40.5,1.0,1,1,365.0,0.0,248.0,0.2222222222222222
VT8932,39.5,1.0,1,0,365.0,0.0,98.0,0.0
GP8608,44.5,9.0,1,0,3287.0,0.0,98.0,0.0
CN3054,46.0,17.0,4,0,6209.0,0.0,98.0,0.0
TX0282,44.5,8.0,1,0,2922.0,0.0,98.0,0.0
DX5176,45.5,2.0,1,1,731.0,0.0,-27.0,0.2222222222222222
DY6372,44.0,7.0,7,0,2557.0,0.0,98.0,0.0
OW0020,42.0,2.0,4,0,731.0,0.0,98.0,0.0
FG2601,43.5,3.0,2,0,1096.0,0.0,98.0,0.0
KX1235,44.5,7.0,3,0,2557.0,0.0,98.0,0.0
NS3702,34.0,11.0,4,0,4019.0,0.0,98.0,0.0
RZ0085,43.5,2.0,3,0,731.0,0.0,98.0,0.0
HQ2492,44.0,2.0,1,0,731.0,0.0,98.0,0.0
LZ9452,43.5,3.0,1,0,1096.0,0.0,98.0,0.0
OK1306,46.0,13.0,3,0,4748.0,0.0,98.0,0.0
OV3234,43.0,1.0,2,0,365.0,0.0,98.0,0.0
CM6123,45.0,17.0,2,0,6209.0,0.0,98.0,0.0
HS5443,43.0,7.0,5,1,2557.0,0.0,189.0,0.2222222222222222
JI2132,43.5,22.0,2,1,8036.0,0.3503649635036497,247.0,0.2222222222222222
MK1701,43.0,1.0,1,0,365.0,0.0,98.0,0.0
FC8137,43.0,7.0,5,0,2557.0,0.0,98.0,0.0
ER7209,43.0,14.0,5,1,5114.0,0.0,126.0,0.2222222222222222
NG3704,44.5,7.0,2,0,2557.0,0.0,98.0,0.0
RA8652,42.0,13.0,0,1,4748.0,0.1293800539083558,-382.0,0.2222222222222222
LR0772,44.5,2.0,1,0,731.0,0.0,98.0,0.0
YF9019,31.0,1.0,7,0,365.0,0.0,98.0,0.0
UM9223,45.5,11.0,7,0,4018.0,0.0,98.0,0.0
ZU2462,43.5,3.0,2,0,1096.0,0.0,98.0,0.0
BT1115,44.0,9.0,8,0,3287.0,0.0,98.0,0.0
NQ0460,32.5,1.0,1,0,365.0,0.0,98.0,0.0
HX3456,44.5,2.0,2,0,731.0,0.0,98.0,0.0
HA0531,40.0,2.0,1,0,731.0,0.0,98.0,0.0
NM6067,40.0,1.0,1,1,365.0,0.0667779632721202,-382.0,0.2222222222222222
RK8315,46.5,13.0,4,0,4748.0,0.0,98.0,0.0
TQ3281,32.5,2.0,3,1,731.0,0.21774039380615556,248.0,0.2222222222222222
DG0065,45.5,7.0,7,0,2557.0,0.0,98.0,0.0
BT5665,41.0,9.0,3,0,3287.0,0.0,98.0,0.0
ZI2325,43.5,2.0,3,0,731.0,0.3665129250241339,98.0,0.0
EU0325,43.0,2.0,1,0,731.0,0.0,98.0,0.0
AY3925,45.0,8.0,12,0,2922.0,0.5839100346020761,98.0,0.0
WK1554,43.0,6.0,1,0,2192.0,0.0,98.0,0.0
PR6226,43.5,2.0,1,0,731.0,0.0,98.0,0.0
SF2365,42.0,2.0,0,1,731.0,0.0,156.0,0.2222222222222222
DP6508,44.0,17.0,3,1,6209.0,0.0,467.0,0.2222222222222222
VS0639,44.0,13.0,3,0,4748.0,0.0,98.0,0.0
AO1473,43.0,1.0,2,0,365.0,-0.23523523523523523,98.0,0.0
FJ0001,44.0,3.0,1,0,1096.0,0.0,98.0,0.0
RD4438,42.0,1.0,2,0,365.0,0.0,98.0,0.0
VV8418,43.0,9.0,2,0,3287.0,0.0,98.0,0.0
YC8341,43.0,6.0,2,0,2192.0,0.0,98.0,0.0
PT0352,46.5,17.0,1,0,6209.0,0.0,98.0,0.0
XE6348,45.5,9.0,2,1,3287.0,0.37860082304526743,187.0,0.2222222222222222
IM9307,45.5,19.0,5,0,6940.0,0.34553893759669935,98.0,0.0
UD3827,45.0,7.0,4,0,2557.0,0.12972572275759822,98.0,0.0
LX5634,46.0,17.0,3,0,6209.0,0.0,98.0,0.0
MO5094,44.5,17.0,2,1,6209.0,0.0,248.0,0.2222222222222222
JJ5821,41.5,1.0,1,0,365.0,0.26785714285714285,98.0,0.0
FJ4024,43.5,7.0,1,0,2557.0,0.0,98.0,0.0
UM6643,45.5,5.0,4,0,1826.0,0.0,98.0,0.0
KQ1987,43.5,6.0,1,0,2192.0,0.0,98.0,0.0
TK9315,41.5,1.0,1,0,365.0,0.0,98.0,0.0
UH5957,32.0,1.0,1,0,426.0,0.0,98.0,0.0
KX9966,43.0,7.0,2,0,2557.0,0.0,98.0,0.0
GJ5221,43.5,2.0,4,0,731.0,-0.16789791806581597,98.0,0.0
UO1747,45.5,12.0,4,1,4382.0,0.0,581.0,0.2222222222222222
JF1020,45.0,8.0,4,0,2922.0,0.0,98.0,0.0
SQ1666,33.5,5.0,2,0,1826.0,0.0,98.0,0.0
MH8749,45.5,11.0,3,0,4018.0,0.14298093587521662,98.0,0.0
XG0141,41.5,5.0,1,0,1826.0,0.0,98.0,0.0
OH1058,41.5,5.0,2,0,1826.0,0.0,98.0,0.0
RA6184,41.0,10.0,0,0,3653.0,0.0,98.0,0.0
ZX2143,43.0,16.0,1,0,5844.0,0.2033898305084746,98.0,0.0
FH8897,46.0,18.0,4,0,6575.0,0.0,98.0,0.0
HQ4151,45.0,11.0,4,0,4187.0,0.0,98.0,0.0
GQ9032,45.0,17.0,4,0,6209.0,0.0,98.0,0.0
LG9290,44.5,17.0,4,0,6209.0,0.07010834926704908,98.0,0.0
FT9114,43.5,6.0,3,0,2192.0,0.0,98.0,0.0
ZA3659,44.0,10.0,13,0,3653.0,0.0,98.0,0.0
WY2660,31.0,1.0,3,0,365.0,0.0,98.0,0.0
OV6083,43.0,6.0,1,1,2192.0,0.0,-28.0,0.2222222222222222
PH7658,43.5,2.0,3,0,731.0,0.0,98.0,0.0
RP5890,32.0,1.0,2,0,365.0,0.21402685994457465,98.0,0.0
WB1795,44.0,12.0,3,1,4383.0,0.0,186.0,0.2222222222222222
AH8020,46.5,22.0,10,0,8036.0,0.0,98.0,0.0
VO7084,32.0,1.0,1,1,365.0,45.303030303030305,62.0,0.2222222222222222
PJ3065,41.0,8.0,1,0,2922.0,0.0,98.0,0.0
OW5788,44.0,10.0,1,0,3653.0,0.0,98.0,0.0
XC8451,44.0,17.0,3,0,6209.0,0.0,98.0,0.0
BV1002,46.0,8.0,3,0,2922.0,0.0,98.0,0.0
KG9273,31.0,1.0,3,0,365.0,0.0,98.0,0.0
PQ8377,44.5,2.0,1,0,731.0,0.0,98.0,0.0
LZ4276,45.5,22.0,8,0,8036.0,0.25184924269108844,98.0,0.0
PM2237,41.0,17.0,3,0,6209.0,0.0,98.0,0.0
DR2970,43.0,10.0,5,1,3653.0,0.0,33.0,0.2222222222222222
KN7365,33.5,2.0,1,0,731.0,0.0,98.0,0.0
JQ0715,44.0,1.0,5,0,365.0,0.0,98.0,0.0
ZM6518,41.5,1.0,2,0,365.0,0.0,98.0,0.0
II0990,46.5,8.0,2,0,2922.0,0.0,98.0,0.0
VI4233,44.0,6.0,0,0,2192.0,0.0,98.0,0.0
UV6856,42.0,2.0,3,0,731.0,0.0,98.0,0.0
IL5028,45.0,5.0,4,0,1826.0,0.0,98.0,0.0
RB0087,43.0,7.0,1,0,2694.0,0.0,98.0,0.0
XQ0140,44.0,17.0,7,0,6209.0,0.14430960970810103,98.0,0.0
IG3864,44.0,1.0,5,0,365.0,0.22384126492016737,98.0,0.0
IM3622,45.0,10.0,4,0,3653.0,0.0,98.0,0.0
LJ4624,45.0,17.0,2,0,6209.0,0.0,98.0,0.0
JB5212,41.0,18.0,3,0,6575.0,0.0,98.0,0.0
ML4254,43.5,17.0,1,1,6209.0,0.0,551.0,0.2222222222222222
XA7030,45.0,5.0,2,1,1826.0,0.0,-200.0,0.2222222222222222
WA7493,46.0,12.0,1,0,4384.0,0.0,98.0,0.0
EO6829,43.5,5.0,1,0,1826.0,0.0,98.0,0.0
TV3693,44.0,1.0,5,0,365.0,0.0,98.0,0.0
LG3978,45.0,2.0,3,0,731.0,0.0,98.0,0.0
JO0497,32.5,2.0,2,0,731.0,0.0,98.0,0.0
TS3071,43.5,2.0,2,1,731.0,0.0,553.0,0.2222222222222222
RU4716,41.0,8.0,1,0,2922.0,0.0,98.0,0.0
LN7644,35.0,17.0,0,0,6209.0,0.0,98.0,0.0
IL2872,45.0,2.0,3,0,731.0,0.0,98.0,0.0
IP6075,44.0,15.0,4,0,5439.0,0.0,98.0,0.0
ZY7588,34.0,8.0,7,1,2922.0,0.22437474374743743,246.0,0.2222222222222222
FB4367,45.5,17.0,2,0,6209.0,0.0,98.0,0.0
XD9724,33.0,1.0,1,0,365.0,0.0,98.0,0.0
UX9976,43.0,12.0,5,1,4383.0,0.0,33.0,0.2222222222222222
NI7146,43.0,11.0,5,0,4018.0,0.0,98.0,0.0
MJ8429,44.5,1.0,2,0,365.0,0.0,98.0,0.0
XW0289,41.5,2.0,1,0,731.0,0.1564945226917058,98.0,0.0
JL2079,44.5,2.0,2,0,731.0,0.0,98.0,0.0
JZ8867,42.5,1.0,2,0,365.0,0.0,98.0,0.0
TY2391,33.0,2.0,0,0,731.0,0.0,98.0,0.0
BP8084,44.0,8.0,0,0,2922.0,0.0,98.0,0.0
DP2836,32.0,1.0,1,0,365.0,0.1564945226917058,98.0,0.0
CT6742,46.5,7.0,8,0,2557.0,0.0,98.0,0.0
BJ3457,44.5,2.0,2,0,731.0,0.0,98.0,0.0
EJ0095,41.0,2.0,2,0,731.0,0.0,98.0,0.0
DE0593,44.0,16.0,8,0,5844.0,0.0,98.0,0.0
BL7995,45.0,7.0,2,0,2557.0,0.0,98.0,0.0
UT6140,41.0,2.0,2,0,731.0,0.0,98.0,0.0
ZD2464,42.0,1.0,7,1,365.0,0.10087092760702276,125.0,0.2222222222222222
ZD6804,41.5,1.0,3,0,365.0,0.0,98.0,0.0
MF7505,43.5,18.0,1,0,6575.0,0.0,98.0,0.0
UZ5745,41.5,5.0,2,0,1826.0,0.0,98.0,0.0
YS9086,42.0,7.0,1,0,2557.0,0.0,98.0,0.0
EA3046,30.5,1.0,2,0,365.0,0.0,98.0,0.0
LS4010,39.5,2.0,2,1,731.0,0.0,-383.0,0.2222222222222222
UP0800,31.5,2.0,1,0,731.0,0.0,98.0,0.0
FU0438,44.5,2.0,2,0,731.0,0.0,98.0,0.0
HS8901,45.0,19.0,4,0,6940.0,0.0,98.0,0.0
SS3030,46.5,12.0,5,0,4383.0,0.0,98.0,0.0
WQ1091,43.0,2.0,2,0,731.0,0.0,98.0,0.0
ZZ9702,40.5,5.0,1,1,1826.0,0.0,-28.0,0.2222222222222222
DE3222,45.5,16.0,9,0,5844.0,0.09995985547972705,98.0,0.0
FJ4598,45.0,2.0,5,0,731.0,0.0,98.0,0.0
TA1650,41.5,5.0,3,1,1826.0,0.0,-29.0,0.2222222222222222
ZF5107,40.5,1.0,4,1,365.0,0.0,32.0,0.2222222222222222
UO8336,38.5,1.0,1,1,365.0,0.3534100974313552,-293.0,0.2222222222222222
NI2127,45.0,11.0,1,0,4018.0,0.0,98.0,0.0
QP2259,43.0,13.0,1,0,4748.0,0.14516129032258066,98.0,0.0
QJ0597,46.0,13.0,4,1,4748.0,0.0,154.0,0.2222222222222222
EM4333,45.0,4.0,3,0,1461.0,7.493333333333333,98.0,0.0
BN3496,42.0,4.0,1,0,1461.0,0.2033898305084746,98.0,0.0
MP8814,44.0,11.0,12,1,4019.0,0.4099107305520131,273.0,0.2222222222222222
ID9357,41.0,7.0,1,0,2557.0,0.0,98.0,0.0
QV5957,46.0,15.0,5,0,5479.0,0.0,98.0,0.0
GH1042,46.5,21.0,1,0,7670.0,0.0,98.0,0.0
HL6001,42.5,4.0,3,0,1461.0,0.0,98.0,0.0
RO8503,42.0,1.0,2,1,365.0,0.20915032679738554,154.0,0.2222222222222222
WW7153,45.0,7.0,1,0,2557.0,0.0,98.0,0.0
HF3518,43.5,4.0,1,0,1461.0,0.0,98.0,0.0
EJ8982,41.5,1.0,2,0,365.0,0.0,98.0,0.0
KG3283,44.0,17.0,2,1,6209.0,0.0,215.0,0.2222222222222222
JB4495,45.0,22.0,5,1,8036.0,0.0,185.0,0.2222222222222222
RJ9134,33.0,4.0,10,1,1461.0,0.47800192928742175,214.0,0.2222222222222222
HP8423,32.5,1.0,4,0,365.0,0.833743842364532,98.0,0.0
PD5734,43.0,1.0,2,0,365.0,0.0,98.0,0.0
ML3455,45.0,10.0,1,0,3653.0,0.0,98.0,0.0
DV1089,45.5,7.0,2,0,2557.0,0.0,98.0,0.0
AI2605,43.5,1.0,4,0,365.0,0.0,98.0,0.0
XN7971,42.0,7.0,2,0,2557.0,0.20915032679738554,98.0,0.0
LI6737,45.5,17.0,2,0,6209.0,0.0,98.0,0.0
JL4665,41.5,4.0,5,0,1461.0,0.0,98.0,0.0
MP9531,45.0,11.0,4,1,4019.0,0.0,336.0,0.2222222222222222
WF6391,43.0,17.0,3,0,6209.0,0.0,98.0,0.0
MN6826,43.5,11.0,8,1,4027.0,0.0,95.0,0.2222222222222222
FM8790,43.5,4.0,7,0,1461.0,0.0,98.0,0.0
RI5973,33.0,15.0,1,1,5479.0,1.3617021276595744,-384.0,0.2222222222222222
RK4491,42.5,13.0,3,0,4748.0,0.0,98.0,0.0
MZ3796,32.0,1.0,5,0,365.0,0.0,98.0,0.0
SG9408,44.5,16.0,5,1,5844.0,0.0,185.0,0.2222222222222222
LS7935,45.0,10.0,8,1,3653.0,0.0,276.0,0.2222222222222222
FS8848,45.0,4.0,2,0,1461.0,0.0,98.0,0.0
NI1410,46.5,11.0,7,0,4018.0,0.0,98.0,0.0
KM5518,41.0,7.0,1,0,2557.0,0.0,98.0,0.0
BF9277,45.0,11.0,4,0,4018.0,0.0,98.0,0.0
QQ7794,44.5,13.0,2,0,4748.0,0.0,98.0,0.0
HO4046,43.5,5.0,5,1,1826.0,0.0,184.0,0.2222222222222222
QI9048,46.5,18.0,4,0,6575.0,0.0,98.0,0.0
RK3774,45.5,13.0,1,0,4748.0,0.0,98.0,0.0
JU1754,45.0,7.0,3,1,2557.0,0.0,-29.0,0.2222222222222222
VN0555,43.5,4.0,1,0,1461.0,0.0,98.0,0.0
YK0999,45.5,10.0,4,0,3653.0,0.0,98.0,0.0
RG5658,44.0,15.0,8,0,5479.0,0.17845961177207265,98.0,0.0
RK0189,46.5,13.0,1,0,4748.0,0.0,98.0,0.0
VG9398,45.0,7.0,2,0,2557.0,0.0,98.0,0.0
MU7141,32.0,4.0,4,0,1461.0,0.0,98.0,0.0
WQ4568,44.5,4.0,7,1,1461.0,0.0,64.0,0.2222222222222222
UU3524,42.5,1.0,0,0,365.0,0.31451612903225806,98.0,0.0
UU7162,40.5,1.0,3,0,365.0,0.0,98.0,0.0
MW1565,44.0,17.0,4,0,6209.0,0.1438398999374609,98.0,0.0
LR6495,43.5,5.0,4,0,1826.0,0.0,98.0,0.0
HA2201,46.0,6.0,4,0,2192.0,0.0,98.0,0.0
ES2945,45.5,7.0,2,0,2557.0,0.0,98.0,0.0
WH2671,44.0,4.0,4,1,1461.0,0.0,61.0,0.2222222222222222
FX9983,45.5,17.0,1,0,6209.0,0.0,98.0,0.0
XJ1416,42.0,7.0,2,0,2557.0,0.0,98.0,0.0
WI7299,40.0,1.0,2,0,365.0,0.0,98.0,0.0
KO1914,43.0,16.0,5,1,5844.0,0.0,219.0,0.2222222222222222
WA9405,43.0,12.0,9,0,4383.0,0.0,98.0,0.0
ZO3368,44.0,5.0,3,1,1826.0,0.0,336.0,0.2222222222222222
UQ6196,44.0,10.0,1,0,3653.0,0.0,98.0,0.0
PW9565,41.5,1.0,1,0,365.0,0.0,98.0,0.0
DB5498,41.5,16.0,1,0,5844.0,0.0,98.0,0.0
QF6105,31.0,1.0,3,0,365.0,0.0,98.0,0.0
ON5235,44.0,18.0,4,0,6575.0,0.06966434452184928,98.0,0.0
NI3561,42.0,11.0,1,1,4018.0,0.7317073170731707,-384.0,0.2222222222222222
LS0309,43.5,5.0,3,0,1826.0,0.15252621544327932,98.0,0.0
HX8852,46.0,16.0,2,0,5844.0,0.0,98.0,0.0
UV9459,40.5,4.0,1,1,1461.0,0.0,185.0,0.2222222222222222
SZ5884,43.5,1.0,3,0,365.0,9.325,98.0,0.0
MH3121,43.0,1.0,7,0,365.0,0.0,98.0,0.0
JQ3153,45.0,16.0,1,1,5844.0,0.0,-29.0,0.2222222222222222
FX1758,44.0,7.0,1,1,2557.0,0.0,215.0,0.2222222222222222
JV3104,45.0,18.0,3,0,6575.0,0.0,98.0,0.0
UN0536,45.5,7.0,4,0,2557.0,0.0,98.0,0.0
ZA5498,42.0,10.0,1,0,3653.0,0.0,98.0,0.0
CP1054,41.0,9.0,1,0,3296.0,0.0,98.0,0.0
AV8762,44.0,2.0,3,0,731.0,0.0,98.0,0.0
IE1850,42.0,3.0,3,0,1096.0,0.0,98.0,0.0
FU0817,42.5,3.0,7,1,1096.0,0.10101744186046516,-30.0,0.2222222222222222
RB4990,45.5,15.0,5,1,5479.0,0.0,0.0,0.2222222222222222
MB9171,40.5,1.0,1,0,365.0,0.5412719891745602,98.0,0.0
RH3067,43.0,15.0,1,1,5479.0,0.0,31.0,0.2222222222222222
VI3553,45.0,10.0,0,1,3653.0,0.0,365.0,0.2222222222222222
DS0817,46.5,9.0,2,0,3287.0,0.0,98.0,0.0
GH7569,32.5,5.0,1,0,1826.0,0.7317073170731707,98.0,0.0
HV7816,42.5,1.0,0,0,365.0,0.0,98.0,0.0
JT5815,43.0,6.0,2,0,2192.0,0.0,98.0,0.0
GT5322,46.5,12.0,3,1,4383.0,0.0,0.0,0.2222222222222222
FJ0236,44.5,4.0,3,0,1461.0,0.0,98.0,0.0
IT3529,41.5,1.0,1,0,365.0,-0.16361256544502617,98.0,0.0
WN0640,44.0,1.0,8,1,365.0,0.0,0.0,0.2222222222222222
TV8434,44.0,12.0,7,1,4416.0,0.0,0.0,0.2222222222222222
US1465,42.5,1.0,1,0,365.0,0.0,98.0,0.0
VV2856,44.5,5.0,13,0,1833.0,0.0,98.0,0.0
NO6622,40.5,1.0,2,0,365.0,0.0,98.0,0.0
VN4037,43.5,4.0,1,0,1461.0,0.0,98.0,0.0
KD6037,45.5,6.0,2,0,2192.0,8.491666666666667,98.0,0.0
TN2261,44.0,3.0,7,0,1096.0,0.0,98.0,0.0
BG8423,45.0,10.0,10,1,3653.0,0.0,-30.0,0.2222222222222222
UZ1629,45.5,5.0,5,0,1826.0,0.0,98.0,0.0
KI0037,45.0,4.0,4,1,1461.0,0.219490146447297,94.0,0.2222222222222222
FA6109,34.0,10.0,1,0,3653.0,0.5106382978723404,98.0,0.0
ED1879,42.0,3.0,1,0,1096.0,0.0,98.0,0.0
DO8424,33.5,2.0,2,1,792.0,0.5263559969442322,-83.0,0.2222222222222222
XT0641,31.0,1.0,1,1,365.0,0.7637231503579952,0.0,0.2222222222222222
QT2850,44.5,10.0,1,0,3653.0,0.0,98.0,0.0
UH5541,40.0,3.0,1,0,1096.0,0.0,98.0,0.0
XG1960,45.5,10.0,8,1,3653.0,0.1834097540641934,0.0,0.2222222222222222
BN4860,33.0,1.0,1,0,365.0,0.0,98.0,0.0
PY0901,43.0,5.0,4,0,1826.0,0.0,98.0,0.0
YD9785,46.5,10.0,1,0,3653.0,0.5366492146596858,98.0,0.0
ZO3594,42.5,1.0,1,0,365.0,0.0,98.0,0.0
