Co_Ref,Total_Renewal_Score_New,Tenure_Years,Band,call_count_window,tenure_days,price_change_ratio,days_last_call_to_renewal,call_freq_per_month
GA5187,40.5,2.0,4,0,731.0,0.6583242655059848,98.0,0.0
YJ3395,44.0,10.0,4,0,3653.0,0.8781284004352558,98.0,0.0
XW2239,43.5,11.0,4,0,4018.0,0.46789989118607184,98.0,0.0
KG7417,42.5,2.0,1,1,731.0,-0.16866158868335146,21.0,0.2222222222222222
ZR4541,42.0,4.0,2,0,1461.0,0.08705114254624592,98.0,0.0
AT7379,41.5,2.0,3,1,731.0,0.3482045701849837,-221.0,0.2222222222222222
NT4159,44.0,5.0,13,0,1826.0,4.763873775843308,98.0,0.0
QH9488,44.0,21.0,4,1,7670.0,0.70620239390642,-191.0,0.2222222222222222
OO9323,42.5,5.0,2,0,1826.0,0.27747551686615884,98.0,0.0
KP6226,44.0,8.0,5,1,2922.0,0.7181719260065288,236.0,0.2222222222222222
VA7003,42.5,2.0,2,0,731.0,0.27747551686615884,98.0,0.0
QS2382,45.5,16.0,4,1,5844.0,1.1360174102285092,-128.0,0.2222222222222222
GS1221,41.0,17.0,1,0,6209.0,-0.30467899891186073,98.0,0.0
FD1814,44.0,16.0,4,0,5844.0,1.9956474428726878,98.0,0.0
LH6832,45.5,17.0,7,1,6209.0,1.822633297062024,327.0,0.2222222222222222
XY6170,42.0,3.0,2,1,1096.0,0.27747551686615884,-221.0,0.2222222222222222
OV6849,44.0,19.0,2,1,6940.0,0.08705114254624592,21.0,0.2222222222222222
RG2197,44.0,15.0,5,1,5479.0,0.7181719260065288,-191.0,0.2222222222222222
NC3894,40.0,4.0,1,0,1461.0,-0.30467899891186073,98.0,0.0
TE8344,45.0,2.0,4,0,731.0,0.5538628944504896,98.0,0.0
DQ5228,44.0,5.0,1,1,1826.0,-0.16866158868335146,-221.0,0.2222222222222222
CR8721,44.0,3.0,1,0,1096.0,-0.19586507072905332,98.0,0.0
IE7100,45.0,21.0,7,0,7670.0,1.8574537540805223,98.0,0.0
TS6977,42.5,2.0,1,1,731.0,-0.30467899891186073,-221.0,0.2222222222222222
LE4638,45.5,9.0,1,0,3287.0,-0.16866158868335146,98.0,0.0
GH5459,46.0,14.0,3,0,5114.0,0.19586507072905332,98.0,0.0
CX9419,43.0,5.0,2,1,1826.0,0.08705114254624592,21.0,0.2222222222222222
IQ3905,43.0,3.0,2,1,1096.0,0.23939064200217627,-221.0,0.2222222222222222
ZF7330,44.0,10.0,3,1,3653.0,0.19586507072905332,415.0,0.2222222222222222
TC9866,43.0,3.0,3,1,1096.0,0.3862894450489663,-191.0,0.2222222222222222
DT0772,42.5,3.0,1,0,1096.0,-0.30467899891186073,98.0,0.0
KM6643,43.0,4.0,1,0,1461.0,-0.19586507072905332,98.0,0.0
VU6358,42.5,2.0,1,0,427.0,-0.16866158868335146,98.0,0.0
HN4566,44.5,3.0,3,0,1096.0,0.3862894450489663,98.0,0.0
QD5776,40.5,2.0,3,0,731.0,0.3482045701849837,98.0,0.0
EW4894,44.0,9.0,5,1,3287.0,1.2339499455930358,-99.0,0.2222222222222222
RA2706,45.5,4.0,3,1,1461.0,0.45375408052230687,-99.0,0.2222222222222222
WU3866,44.0,4.0,7,0,1461.0,1.7366702937976062,98.0,0.0
OH2587,44.0,8.0,4,0,2922.0,0.6202393906420022,98.0,0.0
ET5593,46.0,11.0,3,0,4018.0,0.3482045701849837,98.0,0.0
OL7593,45.0,10.0,2,0,3653.0,0.23939064200217627,98.0,0.0
IK0861,45.0,8.0,4,0,2922.0,0.6202393906420022,98.0,0.0
FY8269,40.0,11.0,1,1,4018.0,-0.30467899891186073,82.0,0.2222222222222222
FA2962,46.0,10.0,1,0,3653.0,-0.19586507072905332,98.0,0.0
NT1600,41.5,2.0,2,1,731.0,0.23939064200217627,144.0,0.2222222222222222
QU5953,43.5,4.0,2,1,1461.0,0.08705114254624592,-221.0,0.2222222222222222
VR3699,42.5,4.0,3,1,1461.0,0.3482045701849837,-221.0,0.2222222222222222
ZT6824,43.5,10.0,1,1,3653.0,-0.30467899891186073,499.0,0.2222222222222222
TR1134,45.0,5.0,1,0,1826.0,-0.16866158868335146,98.0,0.0
JN7343,45.5,3.0,7,0,1096.0,1.6855277475516866,98.0,0.0
NE8622,45.0,4.0,3,1,1461.0,0.3482045701849837,-221.0,0.2222222222222222
FY2010,45.0,14.0,7,1,5114.0,1.4787812840043526,113.0,0.2222222222222222
ZM4900,44.5,10.0,3,0,3653.0,0.19586507072905332,98.0,0.0
DA1875,44.0,16.0,8,0,5844.0,2.1490750816104462,98.0,0.0
MM4177,42.5,16.0,3,0,5844.0,0.3482045701849837,98.0,0.0
HK6924,45.5,17.0,5,0,6209.0,0.7181719260065288,98.0,0.0
RY6103,42.0,15.0,3,0,5479.0,0.19586507072905332,98.0,0.0
MS8238,45.5,21.0,7,1,7670.0,2.545157780195865,-221.0,0.2222222222222222
WW1137,44.0,11.0,2,1,4018.0,0.08705114254624592,-221.0,0.2222222222222222
DB2984,42.0,2.0,8,0,731.0,1.6104461371055494,98.0,0.0
XN4249,41.0,4.0,2,1,1461.0,0.08705114254624592,-252.0,0.2222222222222222
OK1876,40.5,2.0,1,0,731.0,-0.16866158868335146,98.0,0.0
BR0940,42.5,5.0,4,1,1826.0,0.8302502720348205,407.0,0.2222222222222222
KS3358,44.0,5.0,2,0,1826.0,0.23939064200217627,98.0,0.0
DB2745,41.5,4.0,5,0,1461.0,0.8705114254624592,98.0,0.0
SD6063,43.0,3.0,1,1,1096.0,-0.19586507072905332,-128.0,0.2222222222222222
XL0507,46.0,5.0,1,1,1826.0,-0.16866158868335146,-192.0,0.2222222222222222
WV4260,46.0,8.0,1,0,2922.0,-0.30467899891186073,98.0,0.0
RP4460,44.5,5.0,7,1,1826.0,1.7236126224156691,358.0,0.2222222222222222
DP6150,46.0,5.0,7,0,1826.0,1.7236126224156691,98.0,0.0
GI9560,45.0,14.0,7,0,5114.0,2.373231773667029,98.0,0.0
PL9168,45.0,10.0,4,0,3653.0,0.46789989118607184,98.0,0.0
GH6600,45.0,4.0,7,0,1461.0,1.6855277475516866,98.0,0.0
EU4455,42.5,13.0,1,0,4748.0,-0.30467899891186073,98.0,0.0
HW3686,42.5,2.0,2,1,731.0,0.23939064200217627,356.0,0.2222222222222222
CX0919,44.0,4.0,1,0,1461.0,5.39,98.0,0.0
AW2862,44.0,3.0,1,0,1096.0,-0.30467899891186073,98.0,0.0
VL9360,44.5,3.0,7,0,1096.0,1.6376496191512513,98.0,0.0
MM2904,40.5,2.0,2,1,731.0,0.27747551686615884,265.0,0.2222222222222222
NS0728,44.0,16.0,2,0,5844.0,0.08705114254624592,98.0,0.0
HX5515,45.5,20.0,8,1,7305.0,3.1099020674646356,-192.0,0.2222222222222222
EO7697,44.0,16.0,4,1,5844.0,1.221980413492927,-222.0,0.2222222222222222
MH0517,45.0,17.0,4,1,6101.0,1.1360174102285092,-192.0,0.2222222222222222
QS7268,45.5,19.0,8,0,6940.0,4.5103373231773665,98.0,0.0
RO9807,44.5,10.0,2,1,3653.0,0.08705114254624592,-192.0,0.2222222222222222
ZP1294,45.0,10.0,4,0,3653.0,0.70620239390642,98.0,0.0
VS3852,45.0,9.0,4,0,3287.0,1.2415669205658324,98.0,0.0
TM0527,40.0,3.0,1,0,1096.0,-0.30467899891186073,98.0,0.0
YL6482,44.0,9.0,0,0,3287.0,-0.46789989118607184,98.0,0.0
XC8887,45.5,4.0,4,0,1461.0,0.8302502720348205,98.0,0.0
BZ1297,43.5,3.0,2,0,1096.0,0.23939064200217627,98.0,0.0
DY2114,40.0,3.0,0,1,1096.0,-0.544069640914037,296.0,0.2222222222222222
CG3983,40.0,4.0,3,0,1461.0,0.19586507072905332,98.0,0.0
RE4166,41.5,2.0,3,1,731.0,0.3862894450489663,-192.0,0.2222222222222222
DC1208,43.5,4.0,2,0,1461.0,0.23939064200217627,98.0,0.0
HJ4203,45.0,2.0,4,0,731.0,0.5538628944504896,98.0,0.0
KO2906,46.0,5.0,4,0,1826.0,1.0500544069640914,98.0,0.0
IF4028,43.0,4.0,1,0,1461.0,-0.30467899891186073,98.0,0.0
UD4748,43.0,4.0,4,0,1461.0,0.46789989118607184,98.0,0.0
LS6726,44.0,5.0,4,1,1826.0,0.46789989118607184,-192.0,0.2222222222222222
RZ7352,42.0,10.0,2,1,3653.0,0.0,-192.0,0.2222222222222222
GK6768,46.5,14.0,4,1,5114.0,0.8781284004352558,296.0,0.2222222222222222
RU4237,40.5,2.0,4,0,731.0,0.7442872687704026,98.0,0.0
SB8904,43.0,3.0,1,0,1096.0,-0.16866158868335146,98.0,0.0
QJ3638,40.5,2.0,1,1,731.0,-0.16866158868335146,-192.0,0.2222222222222222
FR4349,43.0,2.0,2,1,731.0,0.27747551686615884,-192.0,0.2222222222222222
HN3572,43.5,2.0,3,0,731.0,0.3482045701849837,98.0,0.0
UZ9459,45.0,13.0,7,0,4748.0,1.3928182807399347,98.0,0.0
XB1752,45.0,5.0,8,1,1826.0,2.6093579978237216,506.0,0.2222222222222222
UO2349,43.5,13.0,1,0,4748.0,-0.30467899891186073,98.0,0.0
XK9563,42.0,3.0,1,0,1096.0,-0.19586507072905332,98.0,0.0
PG2297,42.0,2.0,2,0,731.0,0.23939064200217627,98.0,0.0
PP7619,44.5,4.0,13,1,1461.0,6.337323177366703,-192.0,0.2222222222222222
FQ1830,44.5,7.0,2,1,2557.0,0.27747551686615884,143.0,0.2222222222222222
LI2965,45.0,5.0,1,1,1826.0,-0.19586507072905332,-192.0,0.2222222222222222
US8138,40.5,2.0,1,0,731.0,-0.19586507072905332,98.0,0.0
MN7191,43.5,9.0,8,0,3287.0,0.09378907878282618,98.0,0.0
GK7007,43.5,14.0,3,0,5114.0,0.3862894450489663,98.0,0.0
XG1118,43.0,9.0,4,0,3287.0,0.6583242655059848,98.0,0.0
SQ0804,44.0,7.0,1,0,2557.0,-0.19586507072905332,98.0,0.0
JE4848,44.5,18.0,3,1,6575.0,0.3482045701849837,-192.0,0.2222222222222222
UX8038,43.0,10.0,3,1,3653.0,0.19586507072905332,143.0,0.2222222222222222
HN3994,44.0,8.0,5,1,2922.0,0.7181719260065288,163.0,0.2222222222222222
XH8578,44.0,2.0,1,0,731.0,-0.30467899891186073,98.0,0.0
MA0853,43.0,4.0,5,0,1461.0,1.147986942328618,98.0,0.0
ZA4151,46.0,7.0,2,0,2557.0,0.23939064200217627,98.0,0.0
RF5864,42.0,3.0,4,0,1096.0,0.6202393906420022,98.0,0.0
RP9867,39.0,3.0,1,0,1096.0,-0.19586507072905332,98.0,0.0
VO6541,43.0,8.0,4,0,2922.0,0.46789989118607184,98.0,0.0
FJ9764,44.5,7.0,1,1,2557.0,0.23939064200217627,-192.0,0.2222222222222222
DB7525,45.5,7.0,2,0,2557.0,0.23939064200217627,98.0,0.0
GD4608,46.5,16.0,3,1,5844.0,0.6256800870511425,143.0,0.2222222222222222
HF2565,46.5,15.0,2,0,5479.0,0.08705114254624592,98.0,0.0
IT9095,45.0,18.0,5,0,6575.0,1.0620239390642001,98.0,0.0
JI6822,45.5,7.0,1,0,2557.0,-0.16866158868335146,98.0,0.0
NI1543,41.0,18.0,1,0,6575.0,-0.16866158868335146,98.0,0.0
OD6233,43.5,3.0,2,0,1096.0,0.27747551686615884,98.0,0.0
EA4890,44.0,4.0,4,0,1461.0,0.46789989118607184,98.0,0.0
QY0904,43.5,3.0,2,0,1096.0,0.27747551686615884,98.0,0.0
PI4861,43.5,2.0,4,0,731.0,0.6583242655059848,98.0,0.0
TM2949,39.5,2.0,2,0,731.0,0.27747551686615884,98.0,0.0
IH2877,43.5,2.0,5,0,731.0,0.7181719260065288,98.0,0.0
OP7478,45.5,10.0,4,0,3653.0,0.7921653971708379,98.0,0.0
KV6960,43.0,23.0,1,0,8401.0,-0.19586507072905332,98.0,0.0
HH7288,46.5,19.0,4,0,6940.0,0.8781284004352558,98.0,0.0
LO3974,41.0,3.0,1,0,1096.0,-0.19586507072905332,98.0,0.0
UP5935,43.5,4.0,2,0,1461.0,0.23939064200217627,98.0,0.0
LO4193,44.0,5.0,3,1,1826.0,0.3862894450489663,171.0,0.2222222222222222
AL1803,43.5,5.0,7,1,1826.0,1.822633297062024,229.0,0.2222222222222222
TT4317,38.5,2.0,0,0,731.0,-0.46789989118607184,98.0,0.0
XN0055,44.5,5.0,8,0,1826.0,2.0413492927094667,98.0,0.0
KX6030,44.0,7.0,2,0,2557.0,0.08705114254624592,98.0,0.0
TB2590,33.5,2.0,1,0,731.0,-0.16866158868335146,98.0,0.0
SK6674,45.0,9.0,3,0,3287.0,0.45375408052230687,98.0,0.0
BW2753,45.0,12.0,3,0,4383.0,0.28182807399347115,98.0,0.0
NI0662,42.0,1.0,1,0,365.0,-0.16866158868335146,98.0,0.0
CH0026,42.5,6.0,1,0,2192.0,-0.16866158868335146,98.0,0.0
RO9069,42.0,4.0,2,0,1461.0,0.23939064200217627,98.0,0.0
JX1932,39.0,1.0,1,1,365.0,-0.19586507072905332,291.0,0.2222222222222222
VL9446,45.0,6.0,3,0,2192.0,0.19586507072905332,98.0,0.0
UV0464,44.0,13.0,2,0,4748.0,0.23939064200217627,98.0,0.0
DF2888,42.0,12.0,3,0,4383.0,0.19586507072905332,98.0,0.0
KN2847,44.0,4.0,2,0,1461.0,0.08705114254624592,98.0,0.0
SZ4376,45.0,13.0,4,1,4793.0,1.0696409140369967,-193.0,0.2222222222222222
JJ7189,43.0,20.0,1,1,7305.0,-0.30467899891186073,111.0,0.2222222222222222
PX4711,41.0,3.0,2,1,1096.0,0.08705114254624592,-254.0,0.2222222222222222
YW0518,43.0,2.0,2,0,731.0,0.23939064200217627,98.0,0.0
UD9818,46.0,13.0,3,0,4748.0,0.28182807399347115,98.0,0.0
HF4666,41.0,8.0,1,0,2922.0,-0.30467899891186073,98.0,0.0
UZ0106,42.5,6.0,1,1,2068.0,-0.30467899891186073,-223.0,0.2222222222222222
NB2233,45.0,18.0,7,1,6575.0,1.5995647442872687,19.0,0.2222222222222222
QV6698,42.0,7.0,1,0,2557.0,-0.30467899891186073,98.0,0.0
SC8333,43.0,2.0,2,0,731.0,0.3482045701849837,98.0,0.0
ZQ3332,44.0,2.0,1,0,731.0,-0.30467899891186073,98.0,0.0
EM7264,45.0,7.0,5,1,2557.0,1.4058759521218716,-101.0,0.2222222222222222
VZ7871,44.5,4.0,8,0,1158.0,1.6104461371055494,98.0,0.0
LQ0180,44.5,6.0,2,0,2192.0,0.23939064200217627,98.0,0.0
RX5348,43.5,15.0,8,0,5479.0,1.6104461371055494,98.0,0.0
OK6321,44.0,2.0,1,0,731.0,-0.30467899891186073,98.0,0.0
GK3661,45.5,14.0,4,1,5114.0,0.0,-193.0,0.2222222222222222
AR6213,44.0,2.0,1,0,731.0,-0.19586507072905332,98.0,0.0
UW7212,46.5,18.0,5,0,6575.0,0.9760609357997824,98.0,0.0
QC2567,44.5,3.0,5,0,1096.0,0.9085963003264418,98.0,0.0
CN2921,44.5,12.0,7,0,4393.0,1.3928182807399347,98.0,0.0
MD8824,42.5,8.0,1,0,2922.0,-0.30467899891186073,98.0,0.0
LP3954,40.5,2.0,1,1,731.0,24.92982456140351,-70.0,0.2222222222222222
RL8886,43.5,3.0,4,0,1096.0,0.46789989118607184,98.0,0.0
PR8607,43.5,3.0,3,0,1096.0,0.3862894450489663,98.0,0.0
FS7522,41.0,7.0,1,0,2557.0,-0.19586507072905332,98.0,0.0
XV3860,44.0,9.0,1,0,3287.0,-0.16866158868335146,98.0,0.0
ML5796,40.5,2.0,2,0,731.0,0.08705114254624592,98.0,0.0
MI6313,43.0,7.0,3,0,2557.0,0.19586507072905332,98.0,0.0
NK8668,42.5,9.0,0,0,3287.0,-0.544069640914037,98.0,0.0
FQ1575,43.5,4.0,1,0,1461.0,-0.19586507072905332,98.0,0.0
BU3622,45.0,3.0,3,1,1096.0,0.4722524483133841,-284.0,0.2222222222222222
DR0939,39.0,1.0,1,1,365.0,-0.16866158868335146,-193.0,0.2222222222222222
FY2488,45.5,14.0,5,0,5114.0,0.8041349292709467,98.0,0.0
IX1864,40.0,1.0,3,1,365.0,0.19586507072905332,-223.0,0.2222222222222222
NL7378,41.0,9.0,2,1,3287.0,0.27747551686615884,325.0,0.2222222222222222
BE1113,43.5,12.0,3,1,4384.0,0.3482045701849837,19.0,0.2222222222222222
VW3782,45.5,8.0,5,1,2922.0,0.9085963003264418,-193.0,0.2222222222222222
YD4358,41.5,2.0,1,1,731.0,-0.16866158868335146,295.0,0.2222222222222222
XE8021,42.0,9.0,7,1,3287.0,1.9434167573449401,294.0,0.2222222222222222
ZX3805,41.5,9.0,4,1,3287.0,0.46789989118607184,19.0,0.2222222222222222
LO9835,45.5,8.0,5,1,2922.0,1.2143634385201305,197.0,0.2222222222222222
NW1613,43.5,6.0,3,1,2192.0,0.3862894450489663,19.0,0.2222222222222222
RU1626,45.5,9.0,5,0,3287.0,1.3862894450489662,98.0,0.0
YO4093,43.0,4.0,2,0,1461.0,0.27747551686615884,98.0,0.0
OC9154,40.5,2.0,2,0,731.0,0.27747551686615884,98.0,0.0
GB7222,38.0,1.0,8,1,365.0,1.8552774755168662,-254.0,0.2222222222222222
EI6264,43.0,7.0,4,0,2557.0,0.46789989118607184,98.0,0.0
DB0462,43.0,7.0,3,0,2557.0,0.19586507072905332,98.0,0.0
NX8818,43.5,8.0,3,1,2922.0,0.3482045701849837,81.0,0.2222222222222222
QD8322,44.5,4.0,4,0,1461.0,0.6583242655059848,98.0,0.0
GF8968,42.0,14.0,1,1,5114.0,-0.30467899891186073,-130.0,0.2222222222222222
PD8794,45.5,5.0,1,0,1826.0,-0.16866158868335146,98.0,0.0
PR5562,42.0,3.0,2,0,901.0,0.27747551686615884,98.0,0.0
UK6738,46.5,13.0,1,0,4748.0,-0.19586507072905332,98.0,0.0
FN1212,43.0,4.0,7,1,1461.0,1.7714907508161044,-193.0,0.2222222222222222
KY7218,44.5,3.0,1,0,1096.0,-0.16866158868335146,98.0,0.0
UL8814,45.5,10.0,3,1,3653.0,0.19586507072905332,-40.0,0.2222222222222222
MS5122,45.0,21.0,4,0,7670.0,0.70620239390642,98.0,0.0
UN7750,41.0,3.0,1,1,1096.0,-0.19586507072905332,-223.0,0.2222222222222222
TH0222,45.0,9.0,3,0,3287.0,0.43416757344940154,98.0,0.0
WF9834,41.5,4.0,2,1,1461.0,0.46789989118607184,-101.0,0.2222222222222222
TF8182,42.5,2.0,2,1,731.0,0.27747551686615884,-193.0,0.2222222222222222
QU5698,41.0,1.0,3,1,365.0,0.08705114254624592,-193.0,0.2222222222222222
DU0634,42.0,1.0,3,1,365.0,0.19586507072905332,-193.0,0.2222222222222222
UV8351,45.5,13.0,4,1,4748.0,0.46789989118607184,-193.0,0.2222222222222222
IH1276,41.0,8.0,4,1,2922.0,0.46789989118607184,-193.0,0.2222222222222222
WK0644,39.0,1.0,3,1,365.0,0.3482045701849837,-193.0,0.2222222222222222
EJ9658,42.0,21.0,2,1,7670.0,0.08705114254624592,-101.0,0.2222222222222222
RX4392,45.0,15.0,2,0,5479.0,0.08705114254624592,98.0,0.0
DZ6511,40.5,2.0,5,1,731.0,0.8705114254624592,-101.0,0.2222222222222222
LC1428,38.5,2.0,1,0,731.0,-0.30467899891186073,98.0,0.0
VD5865,39.5,2.0,2,1,731.0,0.23939064200217627,-193.0,0.2222222222222222
YG7873,43.5,2.0,3,0,731.0,0.3862894450489663,98.0,0.0
NT7989,43.0,1.0,1,0,365.0,-0.16866158868335146,98.0,0.0
UV6917,42.0,13.0,4,1,4748.0,0.6202393906420022,-193.0,0.2222222222222222
BV3712,42.0,1.0,2,0,365.0,0.27747551686615884,98.0,0.0
NS3924,44.0,6.0,2,0,2192.0,0.19586507072905332,98.0,0.0
JJ4166,39.0,1.0,2,1,365.0,0.27747551686615884,-193.0,0.2222222222222222
XR0460,45.5,9.0,2,0,3287.0,0.08705114254624592,98.0,0.0
HH7870,39.0,1.0,2,0,365.0,0.27747551686615884,98.0,0.0
ZZ9183,39.5,3.0,3,0,823.0,0.19586507072905332,98.0,0.0
PT1268,46.0,7.0,2,1,2557.0,0.08705114254624592,234.0,0.2222222222222222
WX9218,45.0,9.0,8,1,3287.0,1.6104461371055494,-193.0,0.2222222222222222
BZ4772,43.0,3.0,1,0,1096.0,-0.16866158868335146,98.0,0.0
NR3452,44.0,21.0,3,1,7670.0,0.28182807399347115,-254.0,0.2222222222222222
QI4805,43.0,8.0,1,0,2922.0,-0.19586507072905332,98.0,0.0
MM0477,43.5,3.0,1,1,1096.0,-0.19586507072905332,-193.0,0.2222222222222222
GW1851,43.0,7.0,2,0,2557.0,0.27747551686615884,98.0,0.0
GI0142,39.5,2.0,7,1,731.0,1.5995647442872687,-193.0,0.2222222222222222
FL0674,39.5,2.0,0,0,731.0,-0.544069640914037,98.0,0.0
UC8824,40.0,13.0,3,1,4748.0,0.19586507072905332,-193.0,0.2222222222222222
QZ7872,42.0,1.0,4,1,365.0,0.6202393906420022,-193.0,0.2222222222222222
RX4870,45.5,15.0,7,1,5479.0,5.763873775843308,-254.0,0.2222222222222222
PP0908,42.5,6.0,0,0,2192.0,-0.544069640914037,98.0,0.0
HR0278,39.5,2.0,1,0,731.0,-0.16866158868335146,98.0,0.0
MM5286,40.5,2.0,4,0,731.0,0.6583242655059848,98.0,0.0
QF0932,45.5,19.0,4,1,6940.0,0.7257889009793254,318.0,0.2222222222222222
JV8247,46.5,21.0,4,1,7670.0,0.7442872687704026,-284.0,0.2222222222222222
UB1271,44.0,22.0,8,1,8036.0,4.303590859630033,-193.0,0.2222222222222222
ZW9834,42.0,3.0,4,1,1096.0,0.6583242655059848,-193.0,0.2222222222222222
PO5898,41.0,7.0,2,0,2557.0,0.08705114254624592,98.0,0.0
ZR7823,42.5,2.0,3,1,731.0,0.3482045701849837,-101.0,0.2222222222222222
WA9509,43.0,4.0,3,1,1452.0,0.3482045701849837,-284.0,0.2222222222222222
ZI5765,44.0,11.0,1,0,4049.0,-0.30467899891186073,98.0,0.0
AX9827,42.5,2.0,4,0,731.0,0.6202393906420022,98.0,0.0
AZ3781,38.5,2.0,1,1,731.0,-0.30467899891186073,-193.0,0.2222222222222222
ZN3012,41.0,9.0,1,1,3287.0,-0.30467899891186073,-284.0,0.2222222222222222
YQ8350,41.5,8.0,2,0,2922.0,0.23939064200217627,98.0,0.0
VK2949,42.5,1.0,3,1,365.0,0.3862894450489663,-254.0,0.2222222222222222
YW1117,43.0,3.0,4,0,1096.0,0.6583242655059848,98.0,0.0
SN0863,41.5,2.0,7,1,731.0,1.6376496191512513,-101.0,0.2222222222222222
ED9683,42.0,7.0,1,0,2557.0,-0.30467899891186073,98.0,0.0
BU8233,44.5,9.0,1,0,3287.0,-0.19586507072905332,98.0,0.0
QH9218,43.0,3.0,1,0,1096.0,-0.16866158868335146,98.0,0.0
ZO7539,42.5,1.0,4,0,365.0,0.6202393906420022,98.0,0.0
UJ2159,43.5,13.0,1,1,4748.0,-0.30467899891186073,263.0,0.2222222222222222
OZ2699,44.0,22.0,2,1,8036.0,0.23939064200217627,-102.0,0.2222222222222222
ND1301,45.5,8.0,2,1,2922.0,0.23939064200217627,110.0,0.2222222222222222
KY7219,43.5,1.0,4,0,365.0,0.6583242655059848,98.0,0.0
RQ0949,40.0,3.0,1,1,1096.0,-0.19586507072905332,-194.0,0.2222222222222222
TO7498,43.0,7.0,3,0,2557.0,0.19586507072905332,98.0,0.0
LU9864,40.0,3.0,1,1,1096.0,-0.16866158868335146,-102.0,0.2222222222222222
AK2385,41.5,2.0,1,1,731.0,-0.19586507072905332,233.0,0.2222222222222222
UM0454,43.5,2.0,9,1,731.0,2.236126224156692,-101.0,0.2222222222222222
DV6876,41.0,1.0,1,0,365.0,-0.19586507072905332,98.0,0.0
PV8369,42.5,1.0,0,0,365.0,-0.46789989118607184,98.0,0.0
XN5675,43.0,1.0,1,1,365.0,-0.16866158868335146,284.0,0.2222222222222222
TR6793,44.0,7.0,1,1,2557.0,-0.19586507072905332,233.0,0.2222222222222222
ML2551,44.5,3.0,1,0,1096.0,-0.16866158868335146,98.0,0.0
IW2632,43.0,17.0,7,1,6209.0,1.3928182807399347,-102.0,0.2222222222222222
BS6249,41.0,9.0,1,0,3287.0,-0.30467899891186073,98.0,0.0
QJ1139,42.0,1.0,2,1,365.0,0.08705114254624592,-71.0,0.2222222222222222
ST6538,45.0,13.0,1,0,4748.0,-0.19586507072905332,98.0,0.0
YG4840,42.0,9.0,3,1,3287.0,0.0,-224.0,0.2222222222222222
SG3022,42.5,1.0,2,0,365.0,0.08705114254624592,98.0,0.0
YC8601,44.0,2.0,2,0,731.0,0.23939064200217627,98.0,0.0
CP3169,41.0,8.0,2,0,2922.0,0.08705114254624592,98.0,0.0
VQ3753,44.0,7.0,4,0,2557.0,0.6202393906420022,98.0,0.0
CJ7357,42.0,7.0,4,0,2557.0,0.46789989118607184,98.0,0.0
GY2883,45.0,18.0,7,1,6575.0,1.3928182807399347,324.0,0.2222222222222222
KQ5333,43.5,2.0,3,0,731.0,0.19586507072905332,98.0,0.0
LL5364,43.0,1.0,1,0,365.0,-0.30467899891186073,98.0,0.0
AM7770,44.0,2.0,1,0,731.0,-0.30467899891186073,98.0,0.0
FO8071,41.5,2.0,1,0,731.0,-0.30467899891186073,98.0,0.0
ZU7128,41.0,3.0,1,1,1096.0,-0.16866158868335146,-102.0,0.2222222222222222
FO7841,43.0,1.0,2,0,365.0,38.13333333333333,98.0,0.0
KI5126,38.5,2.0,1,0,731.0,-0.16866158868335146,98.0,0.0
DH8033,45.0,9.0,1,0,3287.0,-0.16866158868335146,98.0,0.0
GV9980,42.5,1.0,1,1,365.0,-0.19586507072905332,-102.0,0.2222222222222222
PI6609,41.0,1.0,1,1,365.0,-0.16866158868335146,-102.0,0.2222222222222222
OD0429,45.0,18.0,2,0,6575.0,0.23939064200217627,98.0,0.0
FZ0021,42.0,14.0,1,0,5114.0,-0.30467899891186073,98.0,0.0
TT9641,41.5,6.0,2,0,2192.0,0.27747551686615884,98.0,0.0
PO7683,45.0,9.0,1,1,3287.0,-0.30467899891186073,324.0,0.2222222222222222
HD1337,41.5,2.0,1,0,731.0,-0.30467899891186073,98.0,0.0
FN6372,44.5,14.0,5,0,5114.0,0.8705114254624592,98.0,0.0
QO8172,43.0,1.0,1,1,365.0,-0.19586507072905332,-71.0,0.2222222222222222
SE8261,44.5,6.0,4,0,2192.0,0.3862894450489663,98.0,0.0
JC8153,44.0,2.0,2,0,731.0,0.23939064200217627,98.0,0.0
QA6390,43.0,2.0,3,0,731.0,0.3482045701849837,98.0,0.0
PW1778,39.0,1.0,2,0,365.0,0.23939064200217627,98.0,0.0
MV8209,40.5,2.0,3,1,731.0,0.19586507072905332,-102.0,0.2222222222222222
ZH9377,42.0,1.0,3,0,365.0,0.3482045701849837,98.0,0.0
UT6124,43.0,13.0,0,1,4748.0,-0.544069640914037,-194.0,0.2222222222222222
VZ9276,42.0,1.0,1,0,365.0,-0.30467899891186073,98.0,0.0
YA7221,46.5,17.0,2,0,6209.0,0.27747551686615884,98.0,0.0
PV4252,44.0,19.0,7,0,6940.0,1.822633297062024,98.0,0.0
AN5338,42.5,2.0,1,0,731.0,-0.16866158868335146,98.0,0.0
CS5197,44.0,9.0,4,0,3287.0,1.5658324265505985,98.0,0.0
TN6342,46.5,13.0,5,0,4748.0,0.9760609357997824,98.0,0.0
LF4472,44.0,19.0,2,1,6940.0,0.08705114254624592,-102.0,0.2222222222222222
JH2811,34.0,6.0,4,1,2192.0,0.8041349292709467,-101.0,0.2222222222222222
MG0859,42.0,2.0,2,0,731.0,0.23939064200217627,98.0,0.0
