Co_Ref,crm_contractor_sentiment_score,crm_agent_chase_count,Time_to_Renewal,crm_delays_in_accreditation,crm_contractor_engagement,crm_customer_payment_intention,crm_competitors_mentioned,crm_membership_overdue,crm_customer_complained,crm_dissatisfaction_with_support
LH7382,33.333333333333336,0.3333333333333333,0,0,1,1,0,1,0,0
LH7548,36.0,0.6,0,1,0,1,0,1,0,0
LH7637,50.0,2.0,1,0,1,1,0,2,0,0
LH7746,25.0,1.75,0,2,1,1,0,1,0,0
LH7788,37.5,2.75,0,2,1,1,0,2,0,0
LH7869,16.666666666666668,2.3333333333333335,0,2,1,1,0,0,0,0
LH7947,35.0,2.0,0,2,1,1,0,0,0,0
LH7954,50.0,2.0,3,0,1,1,0,1,0,0
LH8000,50.0,1.5,0,0,1,1,0,2,0,0
LH8251,35.0,1.5,0,0,1,0,0,0,0,0
LH8266,43.333333333333336,1.6666666666666667,1,0,1,1,0,0,0,0
LH8503,50.0,1.5,0,0,1,1,0,1,0,0
LH8505,70.0,1.0,1,0,1,2,0,0,0,0
LH8542,25.0,1.25,0,2,1,1,0,1,0,0
LH8744,33.333333333333336,0.3333333333333333,0,0,1,2,0,0,0,0
LH8957,60.0,2.25,0,0,1,1,0,1,0,0
LH9089,50.0,2.5,1,2,1,1,0,1,0,0
LH9204,33.333333333333336,1.3333333333333333,0,0,1,0,0,1,0,0
LH9715,38.333333333333336,1.1666666666666667,0,1,0,1,0,1,0,0
LH9785,25.0,1.5,0,0,1,1,0,1,0,0
LH9918,25.0,1.25,0,0,1,1,0,1,0,0
LH9921,25.0,0.5,0,0,1,1,0,1,0,0
LI0178,16.666666666666668,1.0,0,0,1,1,0,1,0,0
LI0203,25.0,2.0,0,0,1,1,0,1,0,0
LI0456,43.333333333333336,2.0,0,2,1,1,0,0,0,0
LI0608,0.0,0.6666666666666666,0,1,0,1,0,0,0,0
LI0762,50.0,1.0,3,2,1,2,0,0,0,0
LI0774,33.333333333333336,2.3333333333333335,1,2,1,1,0,2,0,0
LI0982,45.0,1.75,0,0,1,1,0,0,0,0
LI1106,16.666666666666668,2.0,0,2,1,1,0,1,0,0
LI1111,37.5,0.75,0,0,1,1,0,1,0,0
LI1601,16.666666666666668,1.6666666666666667,0,0,1,1,0,1,0,0
LI1836,37.5,0.5,0,0,1,1,0,1,0,0
LI1957,45.0,1.75,0,2,1,1,0,2,0,0
LI2031,50.0,1.75,0,0,1,2,0,2,0,0
LI2329,16.0,1.4,0,1,0,1,0,2,0,0
LI2695,50.0,1.0,3,2,1,1,0,1,0,0
LI2928,52.5,0.25,0,0,1,1,0,1,0,0
LI2965,21.666666666666668,0.5,0,1,0,1,0,1,0,0
LI3046,25.0,1.25,0,0,1,1,0,2,0,0
LI3082,21.666666666666668,0.8333333333333334,0,1,0,1,0,1,0,0
LI3152,55.0,0.75,0,0,1,1,0,1,0,0
LI3285,45.0,1.0,0,0,1,1,0,1,0,0
LI3391,37.5,2.25,0,2,1,1,0,1,0,0
LI3430,30.0,2.0,0,2,1,1,0,1,0,0
LI3662,16.666666666666668,0.6666666666666666,0,0,0,1,0,1,0,0
LI3827,21.666666666666668,0.3333333333333333,0,1,0,1,0,1,0,0
LI3869,50.0,1.0,1,0,1,2,0,0,0,0
LI4108,25.0,1.5,1,0,1,1,0,1,0,0
LI4224,60.0,0.6666666666666666,1,0,1,1,0,2,0,0
LI4266,50.0,1.0,0,0,1,1,0,1,0,0
LI4339,25.0,1.75,0,0,1,1,0,1,0,0
LI4532,50.0,2.0,0,2,1,1,0,1,0,0
LI4586,25.0,0.5,1,0,1,1,0,1,0,0
LI4794,16.666666666666668,1.0,1,1,0,1,0,1,0,0
LI5241,8.333333333333334,0.3333333333333333,0,0,0,1,0,1,0,0
LI5285,65.0,2.0,2,0,1,2,0,0,0,0
LI5303,12.5,1.0,1,1,0,1,0,1,0,0
LI5431,25.0,1.5,0,0,1,1,0,1,0,0
LI5542,25.0,1.5,1,2,1,1,0,1,0,0
LI5781,33.333333333333336,0.6666666666666666,0,0,1,1,0,0,0,0
LI6051,33.333333333333336,2.0,0,2,1,1,0,0,0,0
LI6153,56.666666666666664,0.6666666666666666,1,0,1,2,0,0,0,0
LI6278,0.0,2.3333333333333335,0,2,1,1,0,2,0,0
LI6737,65.0,2.0,0,0,1,1,0,0,0,0
LI6746,16.666666666666668,0.6666666666666666,0,0,1,1,0,1,0,0
LI7135,10.0,0.8,1,0,1,1,0,1,0,0
LI7527,25.0,1.0,0,0,1,2,0,0,0,0
LI8004,50.0,0.5,1,0,1,1,0,0,0,0
LI8171,33.333333333333336,2.3333333333333335,0,2,1,1,0,2,0,0
LI8181,30.0,0.0,0,0,1,1,0,1,0,0
LI8182,0.0,0.25,0,1,0,1,0,2,0,0
LI8688,50.0,1.6666666666666667,0,0,1,1,0,1,0,0
LI8994,25.0,1.0,1,0,1,1,0,0,0,0
LI9089,30.0,2.3333333333333335,0,2,1,1,0,1,0,1
LI9127,32.5,1.0,1,0,0,1,0,0,0,0
LI9323,25.0,1.25,0,0,1,1,0,1,0,0
LI9364,16.666666666666668,0.3333333333333333,0,0,1,1,0,0,0,0
LI9366,70.0,1.3333333333333333,0,0,1,2,0,0,0,0
LI9383,33.333333333333336,1.0,0,0,1,1,0,1,0,0
LJ0052,45.0,0.5,0,0,1,1,0,1,0,0
LJ0114,35.0,1.0,0,0,1,1,0,0,0,0
LJ0561,47.5,0.75,0,0,1,1,0,1,0,0
LJ0688,40.0,1.5,2,0,1,1,0,2,0,0
LJ0706,66.66666666666667,2.3333333333333335,0,0,1,1,0,1,0,0
LJ1052,16.666666666666668,2.0,0,2,1,1,0,1,0,0
LJ1110,12.5,1.25,0,0,1,1,0,0,0,0
LJ1252,50.0,1.0,1,0,1,1,0,0,0,0
LJ1278,50.0,1.0,0,0,1,1,0,0,0,0
LJ1407,22.5,0.5,0,0,1,1,0,1,0,0
LJ1552,33.333333333333336,1.3333333333333333,0,0,1,1,0,1,0,0
LJ1657,25.0,2.0,0,0,1,1,0,1,0,0
LJ1756,57.5,1.0,0,0,1,1,0,1,0,0
LJ1889,25.0,1.5,1,0,1,1,0,0,0,0
LJ2542,33.333333333333336,1.0,1,0,1,1,0,1,0,0
LJ2712,46.666666666666664,1.0,0,0,1,2,0,1,0,0
LJ2845,50.0,1.0,0,0,1,1,0,1,0,0
LJ2951,10.0,0.6,0,1,0,1,0,2,0,0
LJ3323,25.0,2.0,0,0,1,1,0,2,0,0
LJ3440,16.666666666666668,0.3333333333333333,0,0,1,1,0,1,0,0
LJ3638,16.666666666666668,2.3333333333333335,1,2,1,1,0,1,0,0
LJ3831,33.333333333333336,1.0,0,2,1,1,0,1,0,0
LJ3907,10.0,1.2,0,1,0,1,0,0,0,0
LJ3922,76.66666666666667,0.0,0,0,1,1,0,1,0,0
LJ4036,33.333333333333336,1.0,0,2,1,1,0,0,0,0
LJ4194,33.333333333333336,0.6666666666666666,0,0,1,1,0,0,0,0
LJ4257,37.5,2.25,0,2,1,1,0,1,0,0
LJ4518,70.0,1.5,0,0,1,1,0,0,0,0
LJ4624,43.333333333333336,0.6666666666666666,1,2,1,1,0,1,0,0
LJ4730,50.0,0.75,0,0,1,1,0,2,0,0
LJ4944,0.0,0.6666666666666666,0,0,1,1,0,0,0,0
LJ5362,16.666666666666668,0.5,1,1,0,1,0,0,0,0
LJ5580,25.0,2.5,0,1,1,1,0,1,0,0
LJ5970,43.333333333333336,1.0,0,0,1,1,0,1,0,0
LJ6198,0.0,1.6666666666666667,0,1,0,1,0,0,0,0
LJ6208,50.0,2.0,0,0,1,1,0,0,0,0
LJ6262,50.0,3.0,2,2,1,1,0,1,0,0
LJ6287,8.333333333333334,1.3333333333333333,0,0,0,1,0,1,0,0
LJ6297,57.5,1.0,0,0,1,1,0,1,0,0
LJ6512,25.0,1.0,1,0,1,1,0,1,0,0
LJ6551,57.5,0.75,0,0,1,2,0,0,0,0
LJ6600,50.0,4.0,3,0,1,2,0,2,0,0
LJ6669,0.0,4.5,1,2,1,1,0,0,0,0
LJ6881,33.333333333333336,0.6666666666666666,1,0,1,1,0,0,0,0
LJ6908,43.333333333333336,3.0,1,2,1,2,0,2,0,0
LJ7028,43.333333333333336,1.6666666666666667,0,0,1,2,0,2,0,0
LJ7284,50.0,0.0,1,0,1,1,0,0,0,0
LJ7651,40.0,1.5,1,0,1,1,0,1,0,0
LJ7970,23.333333333333332,1.5,0,1,0,1,0,2,0,0
LJ8324,50.0,1.0,0,0,1,1,0,0,0,0
LJ8448,33.333333333333336,1.3333333333333333,0,2,1,0,0,2,0,0
LJ8476,25.0,1.5,1,0,1,1,0,1,0,0
LJ8501,33.333333333333336,0.6666666666666666,0,0,1,2,0,1,0,0
LJ8581,50.0,0.3333333333333333,0,0,1,1,0,0,0,0
LJ8673,50.0,2.0,3,0,1,2,0,0,0,0
LJ8820,60.0,1.25,0,0,1,1,0,1,0,0
LJ8926,33.333333333333336,1.6666666666666667,1,0,1,2,0,1,0,0
LJ9041,50.0,1.0,0,0,1,2,0,0,0,0
LJ9092,23.333333333333332,1.6666666666666667,0,0,1,1,0,2,1,0
LJ9207,0.0,2.0,0,1,0,1,0,1,0,0
LJ9270,50.0,2.0,2,0,1,2,0,2,0,0
LJ9323,15.0,1.5,2,0,1,1,0,2,0,0
LJ9404,33.333333333333336,0.3333333333333333,1,0,1,1,0,1,0,0
LJ9510,23.333333333333332,0.3333333333333333,0,0,0,1,0,1,0,0
LJ9584,50.0,1.5,0,0,1,1,0,0,0,0
LJ9643,16.666666666666668,1.3333333333333333,0,0,1,1,0,1,0,0
LJ9759,6.0,0.8,2,1,0,1,0,1,0,0
LJ9790,12.5,1.5,0,0,1,1,0,1,0,0
LJ9835,25.0,0.0,0,0,1,1,0,0,0,0
LK0298,17.5,1.0,0,0,1,1,0,1,0,0
LK0360,50.0,0.5,1,0,1,1,0,0,0,0
LK0466,0.0,2.0,0,2,1,1,0,1,0,0
LK0566,60.0,2.3333333333333335,1,0,1,2,0,0,0,0
LK0639,25.0,5.0,0,0,1,1,0,0,0,0
LK0732,65.0,1.5,1,0,1,2,0,1,0,0
LK0989,60.0,1.0,0,0,1,2,0,0,0,0
LK1046,13.333333333333334,1.1666666666666667,1,1,0,1,0,1,0,0
LK1047,33.333333333333336,0.6666666666666666,0,0,1,1,0,0,0,0
LK1210,80.0,1.0,0,0,1,2,0,0,0,0
LK1431,50.0,1.5,1,0,1,1,0,1,0,0
LK1572,7.142857142857143,1.0,1,1,0,1,0,1,0,0
LK1814,25.0,2.5,0,0,1,1,0,1,0,0
LK2088,75.0,1.5,0,0,1,1,0,0,0,0
LK2353,16.666666666666668,1.0,0,1,0,1,0,1,0,0
LK2644,43.333333333333336,1.0,0,0,1,1,0,0,0,0
LK2804,16.666666666666668,2.0,0,0,1,1,0,2,0,0
LK3196,25.0,1.75,0,0,1,1,0,2,0,0
LK3350,70.0,1.0,0,0,1,2,0,0,0,0
LK3484,23.333333333333332,1.0,0,0,1,1,0,2,0,0
LK3748,65.0,0.0,1,0,1,1,0,0,0,1
LK4432,10.0,2.0,0,0,1,1,0,1,0,0
LK5379,33.333333333333336,3.0,1,2,1,1,0,2,0,0
LK5499,50.0,1.0,1,0,1,1,0,1,0,0
LK5618,50.0,1.0,0,0,1,2,0,1,0,0
LK5850,40.0,2.6666666666666665,0,0,1,0,0,2,0,0
LK5882,26.666666666666668,1.3333333333333333,0,0,1,1,0,0,0,0
LK6085,25.0,1.5,0,0,1,1,0,0,0,0
LK6096,38.333333333333336,1.0,1,0,1,1,0,2,0,0
LK6941,0.0,1.8333333333333333,0,0,0,1,0,1,0,0
LK7102,33.333333333333336,1.3333333333333333,0,0,1,0,0,1,0,0
LK7613,65.0,1.0,0,0,1,2,0,0,0,0
LK7733,0.0,5.0,1,1,0,1,0,1,0,0
LK8014,45.0,0.5,0,0,1,1,0,0,0,0
LK8247,43.333333333333336,1.0,0,0,1,1,0,1,0,0
LK8353,37.5,2.0,0,0,1,1,0,1,0,0
LK8387,75.0,1.5,2,0,1,1,0,0,0,0
LK8592,50.0,2.5,2,0,1,2,0,1,0,0
LK8781,0.0,1.75,0,2,1,1,0,2,0,0
LK9225,12.5,1.5,0,2,1,1,0,1,0,0
LK9384,65.0,2.0,1,0,1,1,0,0,0,0
LK9507,35.0,2.0,0,0,1,0,0,0,0,0
LK9585,23.333333333333332,3.0,1,2,1,0,0,2,0,0
LK9833,6.0,0.4,0,1,0,1,0,2,0,0
LK9985,25.0,2.0,0,1,1,1,0,0,0,0
LL0159,70.0,0.6666666666666666,0,0,1,1,0,1,0,0
LL0637,50.0,1.0,1,0,1,1,0,0,0,0
LL0656,45.0,1.25,0,2,1,1,0,1,0,0
LL0670,10.0,1.5,2,0,1,1,0,2,0,0
LL1115,16.666666666666668,0.3333333333333333,1,1,0,1,0,1,0,0
LL1173,43.333333333333336,1.6666666666666667,0,0,1,1,0,1,0,0
LL1354,25.0,1.0,0,0,1,1,0,1,0,0
LL1395,47.5,1.5,0,0,1,1,0,1,0,0
LL1832,25.0,1.5,0,2,1,1,0,0,0,1
LL1938,50.0,2.5,1,2,1,1,0,0,0,0
LL2118,60.0,1.0,1,0,1,1,0,0,0,0
LL2177,33.333333333333336,3.3333333333333335,0,0,1,1,0,1,0,0
LL2204,65.0,1.0,0,0,1,2,0,0,0,0
LL2310,33.333333333333336,3.0,1,2,1,2,0,2,0,0
LL2416,37.5,0.75,0,0,1,1,0,0,0,0
LL2443,80.0,1.0,3,0,1,2,0,0,0,0
LL2549,40.0,1.0,1,0,1,2,0,2,1,0
LL2571,16.666666666666668,3.0,0,2,1,1,0,2,0,0
LL2778,10.0,0.8,0,1,0,1,0,1,0,0
LL2823,20.0,1.25,0,0,1,1,0,0,0,0
LL2825,26.0,0.4,3,1,0,1,0,1,0,0
LL3027,25.0,1.0,1,0,1,1,0,0,0,0
LL3266,8.333333333333334,0.3333333333333333,1,1,0,1,0,1,0,0
LL3372,33.333333333333336,0.3333333333333333,0,0,1,1,0,1,0,0
LL3744,50.0,1.0,1,0,1,1,0,0,0,0
LL3761,65.0,1.5,1,0,1,1,0,0,0,0
LL3830,10.0,0.6,0,1,0,1,0,1,0,0
LL3875,5.714285714285714,0.7142857142857143,0,1,0,1,0,1,0,0
LL4063,0.0,2.0,0,1,1,1,0,1,0,0
LL4206,43.333333333333336,0.6666666666666666,0,0,1,0,0,0,0,0
LL4222,5.0,2.0,0,2,1,1,0,2,0,0
LL4295,0.0,1.5,0,1,0,1,0,0,0,0
LL4594,25.0,2.5,0,0,1,0,0,0,0,0
LL4700,62.5,0.75,0,0,1,1,0,1,0,0
LL4920,20.0,0.6,0,0,1,1,0,1,0,0
LL5004,13.333333333333334,0.3333333333333333,1,2,1,0,0,2,0,1
LL5045,60.0,0.6666666666666666,0,0,1,2,0,0,0,0
LL5364,0.0,1.0,0,1,0,1,0,1,0,0
LL5550,30.0,1.2,3,1,0,1,0,1,0,0
LL5762,33.333333333333336,0.6666666666666666,0,0,1,1,0,2,0,0
LL6001,26.666666666666668,2.3333333333333335,0,2,1,1,0,1,0,0
LL6054,25.0,0.5,2,0,1,2,0,1,0,0
LL6232,25.0,0.75,1,1,0,1,0,1,0,0
LL6265,60.0,0.6666666666666666,0,0,1,2,0,0,0,0
LL6506,57.5,0.25,0,0,1,1,0,1,0,0
LL6606,50.0,0.0,0,0,1,1,0,1,0,0
LL6619,33.333333333333336,1.3333333333333333,0,0,1,1,0,1,0,0
LL7013,40.0,1.75,0,0,1,1,0,0,0,0
LL7196,65.0,0.5,0,0,1,1,0,1,0,0
LL7217,50.0,1.5,1,0,1,1,0,0,0,0
LL7417,8.333333333333334,0.5,0,0,0,1,0,1,0,0
LL7523,0.0,2.5,2,1,0,1,0,0,0,0
LL7587,0.0,1.0,2,2,1,0,0,0,0,0
LL7653,20.0,1.0,1,1,0,1,0,1,0,0
LL7978,25.0,3.0,0,0,1,1,0,1,0,0
LL8031,50.0,1.3333333333333333,0,0,1,2,0,2,0,0
LL8046,45.0,1.5,0,0,1,1,0,1,0,0
LL8285,65.0,0.0,0,0,1,1,0,0,0,0
LL8420,16.666666666666668,0.3333333333333333,1,0,1,1,0,1,0,0
LL8499,12.5,2.5,0,0,1,1,0,2,0,0
LL8584,50.0,1.0,3,0,1,1,0,1,0,0
LL9241,12.5,1.25,0,0,1,1,0,0,0,0
LL9307,50.0,1.0,0,0,1,1,0,1,0,0
LL9477,50.0,2.0,0,2,1,1,0,1,0,0
LL9588,50.0,1.0,1,0,1,1,0,0,0,0
LM0004,37.5,1.5,0,0,1,1,0,0,0,0
LM0117,40.0,2.5,2,2,1,1,0,1,0,0
LM0197,50.0,0.0,1,0,1,1,0,0,0,0
LM0230,37.5,1.75,0,0,1,0,0,0,0,0
LM0303,50.0,0.5,1,0,1,1,0,0,0,0
LM0476,50.0,1.5,0,0,1,2,0,0,0,0
LM0675,50.0,1.0,3,2,1,1,0,1,0,0
LM0715,10.0,0.6,0,1,0,1,0,1,0,0
LM0803,35.0,1.0,2,2,1,1,0,1,0,0
LM1020,25.0,0.75,0,0,1,1,0,0,0,0
LM1153,22.5,1.75,0,0,1,0,0,1,0,0
LM1392,10.0,1.6,1,1,0,1,0,2,0,0
LM1507,23.333333333333332,0.3333333333333333,0,0,1,0,0,0,0,0
LM1870,26.666666666666668,0.6666666666666666,1,0,1,1,0,2,0,1
LM1903,36.0,1.4,0,1,0,1,0,1,0,0
LM2049,0.0,0.25,0,1,0,1,0,0,0,0
LM2110,0.0,1.5,0,0,1,1,0,0,0,0
LM2348,33.333333333333336,2.3333333333333335,0,2,1,1,0,1,0,0
LM2352,25.0,1.5,0,0,1,1,0,0,0,0
LM2458,16.666666666666668,1.0,0,0,1,1,0,1,0,0
LM2661,75.0,0.5,0,0,1,1,0,1,0,0
LM2664,25.0,0.5,0,0,1,1,0,1,0,0
LM2692,33.333333333333336,2.6666666666666665,0,0,1,1,0,0,0,0
LM2693,46.666666666666664,2.0,0,0,1,1,0,1,0,0
LM2818,50.0,2.5,1,0,1,1,0,0,0,0
LM2959,20.0,2.0,0,1,0,1,0,1,0,0
LM3018,33.333333333333336,2.0,0,0,1,1,0,2,0,0
LM3135,50.0,3.5,0,0,1,1,0,1,0,0
LM3304,43.333333333333336,2.3333333333333335,1,0,1,1,0,2,0,0
LM3439,33.333333333333336,2.0,0,0,1,0,0,1,0,0
LM3477,43.333333333333336,1.0,0,0,1,1,0,1,0,0
LM3543,12.5,2.25,0,2,1,1,0,1,0,0
LM3782,33.333333333333336,2.3333333333333335,0,0,1,1,0,1,0,0
LM3924,16.666666666666668,0.6666666666666666,0,0,1,1,0,1,0,0
LM4237,73.33333333333333,0.6666666666666666,0,0,1,1,0,1,0,0
LM4260,25.0,1.5,0,0,1,1,0,0,0,0
LM4362,33.333333333333336,1.6666666666666667,0,0,1,2,0,0,0,0
LM4464,50.0,2.0,0,0,1,2,0,2,0,0
LM4499,16.666666666666668,1.0,0,2,1,1,0,1,0,0
LM4605,37.5,1.25,0,0,1,2,0,0,0,0
LM4738,50.0,1.3333333333333333,0,2,1,2,0,1,0,0
LM4844,32.5,1.5,0,2,1,1,0,0,0,0
LM5314,40.0,0.6666666666666666,0,0,1,1,0,1,0,0
LM5322,50.0,1.5,1,0,1,2,0,0,0,0
LM5349,0.0,1.0,2,0,1,1,0,0,0,0
LM5592,47.5,0.75,0,0,1,1,0,0,0,0
LM5933,37.5,0.5,0,0,1,1,0,1,0,0
LM6032,45.0,0.5,0,0,1,2,0,0,0,0
LM6086,70.0,2.0,1,0,1,2,0,0,0,0
LM6278,33.333333333333336,1.6666666666666667,1,0,1,1,0,0,0,0
LM6305,57.5,1.0,0,2,1,1,0,1,0,0
LM6517,33.333333333333336,2.6666666666666665,0,0,1,2,0,2,0,0
LM6550,75.0,1.5,2,0,1,1,0,1,0,0
LM6783,63.333333333333336,0.0,0,0,1,1,0,1,0,0
LM6812,20.0,0.0,0,0,1,0,0,0,0,0
LM6889,12.5,0.0,0,0,1,1,0,1,0,0
LM6945,50.0,1.0,1,0,1,2,0,2,0,0
LM7234,43.333333333333336,0.6666666666666666,0,0,1,1,0,1,0,0
LM7261,25.0,1.5,0,0,1,1,0,0,0,0
LM7290,35.0,2.5,1,0,1,2,0,1,0,0
LM7752,50.0,1.6666666666666667,1,0,1,1,0,1,0,0
LM7816,50.0,0.75,0,0,1,1,0,1,0,0
LM8350,0.0,0.3333333333333333,0,1,0,1,0,0,0,0
LM8429,16.666666666666668,1.3333333333333333,0,0,1,1,0,1,0,0
LM8438,63.333333333333336,0.0,0,0,1,1,0,0,0,0
LM8868,33.333333333333336,1.6666666666666667,0,2,1,1,0,0,0,0
LM9320,16.666666666666668,2.0,0,2,1,1,0,0,0,0
LM9536,37.5,2.25,0,0,1,2,0,2,0,0
LM9789,25.0,1.5,0,0,1,2,0,1,0,0
LM9973,25.0,2.5,2,0,1,1,0,2,0,0
LM9974,7.142857142857143,0.7142857142857143,0,1,1,1,0,1,0,0
LN0129,12.5,0.5,0,0,1,1,0,1,0,0
LN0157,16.666666666666668,0.6666666666666666,0,0,1,1,0,1,0,0
LN0360,10.0,2.0,0,0,1,0,0,0,0,0
LN0609,25.0,3.5,0,0,1,1,0,1,0,0
LN0713,10.0,1.0,3,0,1,1,0,0,0,0
LN1047,0.0,0.0,0,0,1,1,0,1,0,0
LN1076,47.5,0.75,0,0,1,1,0,1,0,0
LN1184,0.0,1.5,0,0,1,1,0,1,0,0
LN1191,60.0,2.0,0,2,1,2,0,0,0,0
LN1893,16.666666666666668,0.6666666666666666,0,0,1,1,0,0,0,0
LN1920,0.0,0.5,1,1,0,1,0,1,0,0
LN1960,37.5,0.75,0,0,1,1,0,2,0,0
LN2233,33.333333333333336,1.6666666666666667,1,0,1,1,0,2,0,0
LN2368,50.0,1.3333333333333333,0,0,1,1,0,1,0,0
LN2418,0.0,1.0,0,1,0,1,0,1,0,0
LN2502,20.0,0.8333333333333334,1,1,0,1,0,1,0,0
LN2728,20.0,2.4,2,1,0,1,0,1,0,0
LN2753,10.0,3.0,0,2,1,1,0,2,0,0
LN3142,50.0,1.3333333333333333,0,0,1,1,0,1,0,0
LN3502,46.666666666666664,0.6666666666666666,0,0,1,1,0,0,0,0
LN3511,0.0,1.0,0,1,0,1,0,0,0,0
LN3581,25.0,0.5,3,1,0,1,0,1,0,0
LN3619,50.0,3.5,1,2,1,1,0,0,0,0
LN3872,25.0,2.0,2,0,1,1,0,2,0,0
LN3971,33.333333333333336,1.0,0,0,1,1,0,1,0,0
LN4165,50.0,0.6666666666666666,0,0,1,1,0,1,0,0
LN4202,50.0,2.0,1,0,1,1,0,1,0,0
LN4291,50.0,1.5,0,0,1,1,0,0,0,0
LN4574,37.5,0.5,0,0,0,1,0,0,0,0
LN4581,16.666666666666668,0.5,1,0,1,1,0,1,0,0
LN4762,43.333333333333336,1.6666666666666667,0,2,1,2,0,0,0,0
LN4776,25.0,0.5,0,0,1,1,0,1,0,0
LN4882,25.0,1.0,1,0,1,1,0,1,0,0
LN4966,32.5,2.25,0,0,1,1,0,2,0,0
LN5091,0.0,1.5,0,1,1,1,0,1,0,0
LN5131,30.0,1.0,0,0,1,0,0,2,0,0
LN5148,33.333333333333336,0.6666666666666666,0,0,1,2,0,1,0,0
LN5247,0.0,1.25,0,1,0,1,0,1,0,0
LN5493,40.0,1.0,0,2,1,1,0,1,0,0
LN5619,25.0,0.3333333333333333,0,1,0,1,0,1,0,0
LN5732,60.0,1.3333333333333333,0,0,1,1,0,0,0,0
LN5836,30.0,0.3333333333333333,0,0,1,1,0,1,0,1
LN5865,46.666666666666664,1.3333333333333333,0,0,1,1,0,0,0,1
LN5872,33.333333333333336,1.6666666666666667,0,0,1,2,0,1,0,0
LN6210,16.666666666666668,1.6666666666666667,0,0,1,1,0,1,0,0
LN6449,63.333333333333336,1.3333333333333333,0,0,1,1,0,0,0,0
LN6465,50.0,2.5,2,2,1,2,0,1,0,0
LN6480,8.333333333333334,0.6666666666666666,1,1,0,1,0,1,0,0
LN6514,33.333333333333336,0.3333333333333333,0,0,1,0,0,1,0,0
LN6536,50.0,0.0,2,0,1,0,0,0,0,0
LN6647,0.0,4.0,1,0,1,1,0,1,0,0
LN6865,7.142857142857143,0.8571428571428571,0,1,0,1,0,1,0,0
LN6883,17.5,1.75,0,0,1,1,0,1,0,0
LN7644,46.666666666666664,1.0,0,0,1,1,0,1,0,0
LN7903,50.0,0.6666666666666666,0,0,1,1,0,1,0,0
LN8008,50.0,1.6666666666666667,0,2,1,1,0,1,0,0
LN8251,8.333333333333334,1.0,0,1,0,1,0,1,0,0
LN8255,65.0,0.5,2,0,1,0,0,0,0,0
LN8908,50.0,2.5,1,0,1,2,0,1,0,0
LN8945,33.333333333333336,0.6666666666666666,0,0,1,1,0,1,0,0
LN9011,0.0,0.0,0,1,0,1,0,1,0,0
LN9052,25.0,1.0,0,0,1,1,0,0,0,0
LN9081,50.0,0.5,0,0,1,1,0,1,0,0
LN9242,46.666666666666664,1.3333333333333333,0,0,1,1,0,0,0,0
LN9803,0.0,1.0,3,0,1,1,0,1,0,0
LO0034,42.5,1.5,0,0,1,1,0,2,0,0
LO0169,20.0,1.0,0,0,1,1,0,2,0,0
LO0273,25.0,0.5,1,0,1,1,0,1,0,0
LO0532,50.0,2.0,3,2,1,2,0,0,0,0
LO0930,50.0,2.0,3,0,1,1,0,0,0,0
LO1096,50.0,2.0,3,2,1,2,0,0,0,0
LO1123,6.666666666666667,1.0,0,0,1,1,0,1,0,0
LO1468,50.0,2.0,3,2,1,1,0,1,0,0
LO1752,50.0,1.0,0,0,1,1,0,2,0,0
LO1761,0.0,1.0,1,1,0,1,0,0,0,0
LO1889,50.0,1.5,1,0,1,1,0,0,0,0
LO2128,6.666666666666667,2.0,0,0,1,1,0,2,0,0
LO2459,33.333333333333336,1.0,0,0,1,2,0,0,0,1
LO2530,35.0,3.0,2,2,1,2,0,2,0,0
LO2628,60.0,2.6666666666666665,1,2,1,1,0,1,0,0
LO2737,25.0,3.0,0,2,1,1,0,1,0,0
LO2913,55.0,0.0,0,0,1,1,0,1,0,0
LO3101,33.333333333333336,1.6666666666666667,0,0,1,1,0,1,0,0
LO3174,0.0,1.8,0,1,0,1,0,2,0,0
LO3247,25.0,2.5,0,0,1,1,0,1,0,0
LO3591,20.0,1.75,0,0,1,1,0,1,0,0
LO3779,16.666666666666668,0.6666666666666666,0,2,1,1,0,1,0,0
LO3831,65.0,0.0,0,0,1,1,0,0,0,0
LO3887,32.5,1.5,0,2,1,1,0,1,0,0
LO3974,23.333333333333332,0.16666666666666666,0,1,0,1,0,1,0,0
LO4095,16.666666666666668,1.0,0,1,0,1,0,1,0,0
LO4193,25.0,0.5,0,0,1,1,0,1,0,0
LO4219,70.0,1.6666666666666667,0,2,1,2,0,0,0,0
LO4727,50.0,0.25,0,0,1,1,0,0,0,0
LO4814,37.5,2.0,0,0,1,1,0,2,0,0
LO5062,8.333333333333334,0.3333333333333333,0,1,0,1,0,1,0,0
LO5292,50.0,1.3333333333333333,0,0,1,2,0,0,0,0
LO5623,50.0,1.0,0,0,1,1,0,0,0,0
LO5627,33.333333333333336,0.6666666666666666,0,0,1,2,0,1,0,0
LO5808,23.333333333333332,2.3333333333333335,0,0,1,1,0,1,0,0
LO6248,65.0,0.0,0,0,1,2,0,1,0,0
LO6266,65.0,1.0,0,0,1,2,0,1,0,0
LO6487,45.0,0.75,0,0,1,2,0,1,0,0
LO6593,45.0,1.0,0,0,1,1,0,1,0,0
LO6806,30.0,1.3333333333333333,0,0,1,0,1,1,0,0
LO6965,43.333333333333336,0.3333333333333333,0,0,1,1,0,0,0,0
LO7071,37.5,1.5,0,0,1,1,0,2,0,0
