Co_Ref,crm_contractor_sentiment_score,crm_agent_chase_count,Time_to_Renewal,crm_delays_in_accreditation,crm_contractor_engagement,crm_customer_payment_intention,crm_competitors_mentioned,crm_membership_overdue,crm_customer_complained,crm_dissatisfaction_with_support
GK0285,12.5,1.25,0,0,1,1,0,1,0,0
GK0364,25.0,1.0,0,0,1,1,0,1,0,0
GK1002,45.0,0.75,0,0,1,2,0,2,0,0
GK1149,33.333333333333336,1.6666666666666667,1,0,1,1,0,1,0,0
GK1913,43.333333333333336,0.3333333333333333,0,0,1,1,0,0,0,0
GK2035,0.0,1.75,0,1,0,1,0,1,0,0
GK2112,50.0,4.0,1,0,1,1,0,2,0,0
GK2666,16.666666666666668,0.6666666666666666,1,1,0,1,0,1,0,0
GK3202,0.0,1.2,0,1,0,1,0,2,0,0
GK3569,50.0,1.6666666666666667,0,0,1,1,0,1,0,0
GK3652,16.666666666666668,2.3333333333333335,0,2,1,1,0,0,0,0
GK3661,21.428571428571427,0.2857142857142857,0,1,0,1,0,1,0,0
GK3743,50.0,0.5,0,0,1,1,0,0,0,0
GK3787,65.0,1.5,0,0,1,2,0,0,0,0
GK3815,6.666666666666667,3.0,1,2,1,1,0,2,0,0
GK4094,25.0,0.5,0,0,1,1,0,1,0,0
GK4150,34.0,0.8,1,1,0,1,0,0,0,0
GK4595,60.0,1.25,0,0,1,1,0,2,0,0
GK4864,25.0,0.5,0,0,1,0,0,0,0,0
GK4939,30.0,1.6666666666666667,0,0,1,0,0,2,1,1
GK5113,23.333333333333332,1.6666666666666667,1,0,1,2,0,2,1,1
GK5228,50.0,3.0,1,2,1,1,0,1,0,0
GK5387,33.333333333333336,0.3333333333333333,1,0,1,1,1,0,0,0
GK5812,40.0,0.5,1,0,1,1,0,0,0,0
GK5816,50.0,0.5,0,0,1,0,0,0,1,0
GK6083,75.0,2.0,0,0,1,1,0,1,0,0
GK6114,16.666666666666668,1.6666666666666667,0,2,1,1,0,1,0,0
GK6175,37.5,0.5,0,0,1,1,0,1,0,0
GK6273,50.0,1.0,2,0,1,1,0,2,0,0
GK6414,14.285714285714286,1.4285714285714286,0,1,1,1,0,1,0,0
GK6635,32.5,1.75,0,0,1,1,0,1,0,0
GK6663,45.0,1.75,0,0,1,1,0,2,0,0
GK6768,63.333333333333336,0.0,0,0,1,1,0,1,0,0
GK7007,0.0,1.3333333333333333,0,0,1,1,0,1,0,0
GK7371,50.0,1.5,2,0,1,2,0,0,0,0
GK7725,0.0,1.3333333333333333,1,0,1,1,0,1,0,0
GK7848,65.0,3.0,2,0,1,1,0,0,0,0
GK8087,33.333333333333336,0.6666666666666666,0,0,1,1,0,1,0,0
GK8326,37.5,0.75,0,0,1,1,0,1,0,0
GK8436,35.0,0.5,0,0,0,1,0,1,0,0
GK8451,12.5,0.5,0,0,0,1,0,0,0,0
GK8565,65.0,0.5,1,0,1,1,0,0,0,0
GK8853,6.666666666666667,1.0,0,2,1,1,0,1,0,0
GK9043,50.0,0.6666666666666666,0,0,1,2,0,0,0,0
GK9148,6.666666666666667,3.0,1,2,1,1,0,0,0,0
GK9158,0.0,0.5,0,0,1,1,0,0,0,0
GK9760,10.0,0.8,0,1,0,1,0,1,0,0
GK9780,63.333333333333336,1.3333333333333333,0,0,1,1,0,1,0,0
GK9940,50.0,1.25,0,0,1,2,0,2,0,0
GL0114,16.666666666666668,1.3333333333333333,0,0,1,1,0,1,0,0
GL0179,0.0,0.0,0,0,1,1,0,1,1,1
GL0193,16.666666666666668,1.0,0,0,1,1,0,1,0,0
GL0284,0.0,0.75,0,1,0,1,0,1,0,0
GL0413,10.0,1.4,3,1,0,1,0,2,0,0
GL0419,16.666666666666668,2.3333333333333335,0,0,1,1,0,1,0,0
GL0955,60.0,0.6666666666666666,0,2,1,1,0,2,0,0
GL1021,25.0,2.0,0,0,1,1,0,1,0,0
GL1087,50.0,0.6666666666666666,1,0,1,2,0,2,0,0
GL1142,33.333333333333336,1.0,0,0,1,2,0,0,0,0
GL1383,26.666666666666668,1.0,1,0,1,1,0,1,0,0
GL1672,20.0,1.4,1,1,0,1,0,0,0,0
GL1895,16.666666666666668,1.3333333333333333,0,2,1,1,0,1,0,0
GL2064,43.333333333333336,0.3333333333333333,0,0,1,0,0,0,0,0
GL2181,50.0,1.0,1,0,1,1,0,1,0,0
GL2330,76.66666666666667,1.3333333333333333,0,0,1,1,0,1,0,0
GL2368,75.0,1.0,0,0,1,1,0,0,0,0
GL2553,16.666666666666668,1.3333333333333333,0,0,1,1,0,1,0,0
GL2793,60.0,1.6666666666666667,0,0,1,0,0,1,0,0
GL3044,10.0,0.4,0,1,0,1,0,0,0,0
GL3203,66.66666666666667,0.6666666666666666,0,0,1,1,0,1,0,0
GL3499,66.66666666666667,3.6666666666666665,1,2,1,1,0,2,0,0
GL3780,33.333333333333336,1.3333333333333333,1,0,1,2,0,2,0,0
GL3928,33.333333333333336,2.6666666666666665,0,2,1,1,0,1,0,0
GL4022,25.0,2.0,0,0,1,1,0,0,0,0
GL4142,33.333333333333336,1.3333333333333333,0,0,1,1,0,2,0,0
GL4145,25.0,3.0,1,2,1,1,0,1,0,0
GL4301,21.428571428571427,0.5714285714285714,0,1,0,1,0,1,0,0
GL4508,30.0,0.75,0,0,1,1,0,1,0,0
GL4779,25.0,1.75,0,0,1,1,0,0,0,0
GL4848,25.0,2.5,0,0,1,1,0,1,0,0
GL4894,25.0,1.0,2,0,1,1,0,1,0,0
GL4916,33.333333333333336,0.6666666666666666,0,2,1,1,0,1,0,0
GL4951,0.0,0.6666666666666666,0,1,0,1,0,1,0,0
GL5595,43.333333333333336,0.0,1,0,1,1,0,1,0,0
GL5629,35.0,1.25,0,0,1,1,0,1,0,0
GL5749,70.0,0.5,2,0,1,2,0,0,0,0
GL5917,50.0,1.0,0,0,1,1,0,1,0,0
GL6055,70.0,0.6666666666666666,0,0,1,2,0,0,0,0
GL6213,12.5,1.0,0,2,1,1,0,1,0,0
GL6452,50.0,1.0,1,2,1,1,0,0,0,0
GL6457,20.0,1.5,0,2,1,1,0,1,0,0
GL6488,33.333333333333336,2.6666666666666665,0,2,1,1,0,0,0,0
GL6600,33.333333333333336,1.0,0,2,1,1,0,1,0,0
GL6806,21.428571428571427,0.14285714285714285,0,1,0,1,0,1,0,0
GL6862,16.666666666666668,1.6666666666666667,0,0,1,1,0,0,0,0
GL7057,10.0,1.2,0,1,0,1,0,1,0,0
GL7222,0.0,0.0,0,1,0,1,0,0,0,0
GL7988,30.0,1.0,0,0,1,1,0,0,0,0
GL8240,31.666666666666668,0.5,1,1,0,1,0,1,0,0
GL8396,33.333333333333336,0.3333333333333333,0,0,1,1,0,1,0,0
GL8603,57.5,2.75,0,0,1,1,0,2,0,0
GL8721,15.0,2.5,0,0,1,0,0,0,0,0
GL9028,25.0,2.5,3,1,0,1,0,2,0,0
GL9081,50.0,2.0,0,0,1,2,0,0,0,0
GL9152,12.857142857142858,1.2857142857142858,0,1,0,1,0,2,0,0
GL9320,25.0,1.0,0,0,1,1,0,1,0,0
GL9613,33.333333333333336,0.3333333333333333,1,0,1,1,0,1,0,0
GL9901,10.0,1.0,0,1,0,1,0,1,0,0
GM0119,50.0,1.5,2,0,1,1,0,0,0,0
GM0498,25.0,2.0,1,2,1,1,0,0,0,0
GM0733,50.0,1.0,1,0,1,2,0,2,0,0
GM0759,14.285714285714286,1.1428571428571428,0,1,1,1,0,1,0,0
GM0918,0.0,1.0,1,1,0,1,0,1,0,0
GM1056,33.333333333333336,1.6666666666666667,0,2,1,1,0,0,0,0
GM1195,16.666666666666668,0.6666666666666666,1,2,1,1,0,0,0,0
GM1241,25.0,1.5,0,0,1,1,0,1,0,0
GM1732,26.666666666666668,0.6666666666666666,0,0,1,1,0,1,0,0
GM1825,10.0,1.0,0,1,0,1,0,1,0,0
GM2012,42.5,0.75,0,0,1,2,0,1,0,0
GM2318,10.0,4.5,1,2,1,1,0,1,0,0
GM3020,8.333333333333334,0.5,1,1,0,1,0,1,0,0
GM3412,50.0,1.3333333333333333,0,2,1,2,0,1,0,0
GM3636,43.333333333333336,1.3333333333333333,1,0,1,1,0,2,0,0
GM3741,0.0,2.0,2,1,0,1,0,1,0,0
GM3861,63.333333333333336,0.6666666666666666,0,0,1,1,0,1,0,0
GM3884,50.0,2.5,2,0,1,1,0,2,0,0
GM3976,36.0,0.6,0,0,1,1,0,0,0,0
GM4215,23.333333333333332,0.5,0,0,0,1,0,0,0,0
GM4400,20.0,1.0,0,0,1,1,0,1,0,0
GM4456,16.666666666666668,1.5,0,1,0,1,0,2,0,0
GM4578,16.666666666666668,0.0,0,0,1,1,0,0,0,0
GM4860,33.333333333333336,1.3333333333333333,0,0,1,1,0,0,0,0
GM4918,50.0,0.0,1,0,1,1,0,0,0,0
GM4980,37.5,2.0,0,0,1,1,0,2,0,0
GM5001,50.0,1.3333333333333333,0,0,1,1,0,1,0,0
GM5048,35.0,1.0,0,0,1,1,0,0,0,0
GM5295,19.0,2.3333333333333335,0,2,1,2,0,0,1,1
GM5361,50.0,1.5,2,0,1,2,0,2,0,0
GM5719,47.5,1.0,0,0,1,1,0,1,0,0
GM5753,0.0,1.0,0,1,0,1,0,0,0,0
GM5864,40.0,0.5,2,0,1,2,0,0,0,0
GM6192,60.0,1.0,0,0,1,0,0,1,0,0
GM6324,60.0,1.3333333333333333,1,2,1,2,0,2,0,0
GM6490,25.0,1.25,0,0,1,1,0,2,0,0
GM6615,25.0,2.5,2,0,1,1,0,2,0,0
GM7451,10.0,0.6,0,1,0,1,0,1,0,0
GM7800,16.0,0.8,0,1,0,1,0,1,0,0
GM7949,50.0,1.5,1,0,1,1,0,1,0,0
GM8001,50.0,2.0,3,2,1,1,0,1,0,0
GM8015,50.0,1.0,1,0,1,1,0,1,0,0
GM8172,46.666666666666664,1.6666666666666667,0,2,1,1,0,0,0,0
GM8402,45.0,1.25,0,0,1,1,0,2,0,0
GM8517,16.666666666666668,0.5,0,0,0,1,0,1,0,0
GM8641,30.0,1.0,0,1,0,1,0,1,0,0
GM8651,35.0,2.0,2,2,1,1,0,1,0,0
GM8770,40.0,2.0,3,2,1,1,0,0,0,1
GM9071,25.0,2.0,0,0,1,1,0,2,0,0
GM9328,12.5,1.0,3,1,0,1,0,0,0,0
GM9340,16.666666666666668,0.5,0,1,0,1,0,1,0,0
GM9597,50.0,1.0,1,0,1,2,0,0,0,0
GM9712,16.666666666666668,0.5,1,1,1,1,0,1,0,0
GN0075,33.333333333333336,1.3333333333333333,0,0,1,1,0,1,0,0
GN0391,20.0,0.4,1,0,1,1,0,2,0,0
GN0673,25.0,1.75,0,1,0,1,0,1,0,0
GN0687,16.666666666666668,1.3333333333333333,0,0,1,1,0,0,0,0
GN2123,33.333333333333336,1.0,1,0,1,1,0,1,0,0
GN2160,65.0,1.5,0,0,1,0,0,0,0,0
GN2345,50.0,1.5,1,0,1,1,0,1,0,0
GN2441,26.666666666666668,1.6666666666666667,0,2,1,1,0,2,0,0
GN2854,26.666666666666668,1.0,0,2,1,1,0,1,0,0
GN2943,33.333333333333336,2.0,0,0,1,1,0,1,0,0
GN3063,25.0,1.5,0,0,1,1,0,1,0,0
GN3127,0.0,1.5,0,1,0,1,0,0,1,1
GN3182,50.0,2.25,0,2,1,1,0,0,0,0
GN3475,12.5,2.0,0,0,1,1,0,1,0,0
GN3726,25.0,1.0,2,0,1,0,0,2,0,0
GN3775,32.857142857142854,0.14285714285714285,0,0,1,1,0,1,0,0
GN3871,23.333333333333332,0.6666666666666666,0,0,1,1,0,0,0,0
GN4636,42.5,1.5,0,2,1,1,0,1,0,0
GN4637,65.0,0.0,0,0,1,1,0,1,0,0
GN4726,45.0,0.25,0,0,1,1,0,0,0,0
GN4762,33.333333333333336,1.3333333333333333,1,2,1,1,0,2,0,0
GN5333,32.5,0.75,0,0,1,1,0,0,0,0
GN5448,76.66666666666667,1.3333333333333333,0,0,1,2,0,0,0,0
GN5743,37.5,0.5,0,0,1,1,0,1,0,0
GN5811,50.0,1.5,0,0,1,1,0,0,0,0
GN5834,20.0,1.2,1,1,0,1,0,0,0,0
GN5944,25.0,1.25,0,2,1,1,0,1,0,0
GN6156,16.666666666666668,1.0,0,0,1,1,0,2,0,0
GN6345,0.0,0.5,0,1,0,1,0,1,0,0
GN6643,10.0,1.6,1,1,0,1,0,2,0,0
GN6882,50.0,0.5,0,0,1,0,0,0,0,0
GN7199,33.333333333333336,2.3333333333333335,1,2,1,1,0,2,0,0
GN7244,65.0,2.0,1,0,1,1,0,0,0,0
GN7305,24.0,1.0,1,0,1,1,0,0,0,0
GN7623,30.0,1.3333333333333333,0,2,1,1,0,1,0,0
GN7705,25.0,1.5,0,0,1,1,0,0,0,0
GN7723,33.333333333333336,0.6666666666666666,0,0,1,1,0,1,0,0
GN8062,0.0,2.3333333333333335,0,1,0,1,0,1,0,1
GN8388,50.0,0.3333333333333333,0,0,1,1,0,1,0,0
GN8440,12.5,1.5,0,0,1,1,0,0,0,0
GN8575,6.666666666666667,1.3333333333333333,0,0,1,0,0,1,1,0
GN8724,52.5,1.25,0,0,1,1,0,2,0,0
GN8794,16.0,1.2,1,1,0,1,0,2,0,0
GN8955,50.0,1.5,2,0,1,0,0,1,0,0
GN9229,0.0,0.6666666666666666,1,1,0,1,0,1,0,0
GN9436,50.0,3.0,1,2,1,1,0,0,0,0
GN9479,50.0,2.5,0,2,1,1,0,2,0,0
GN9510,50.0,2.0,0,0,1,2,0,0,0,0
GO0113,50.0,1.6666666666666667,0,0,1,2,0,2,0,0
GO0262,50.0,0.0,0,0,1,1,0,0,0,0
GO0423,33.333333333333336,1.0,0,2,1,0,0,2,0,0
GO0517,50.0,1.5,1,0,1,1,0,1,0,0
GO0572,50.0,1.0,2,0,1,0,0,0,0,0
GO0647,33.333333333333336,0.6666666666666666,0,0,1,1,0,0,0,0
GO1184,75.0,2.0,0,0,1,1,0,1,0,0
GO1405,33.333333333333336,1.0,1,2,1,1,0,1,0,0
GO1681,33.333333333333336,1.3333333333333333,0,2,1,1,0,2,0,0
GO1793,50.0,0.5,0,0,1,1,0,1,0,0
GO1796,25.0,3.0,0,1,1,1,0,1,0,0
GO2264,25.0,1.0,0,0,1,1,0,0,0,0
GO2399,12.5,0.75,3,1,0,1,0,1,0,0
GO2541,33.333333333333336,2.0,1,0,1,1,0,2,0,0
GO2595,20.0,0.8,1,1,0,1,0,1,0,0
GO2742,33.333333333333336,0.6666666666666666,1,0,1,1,0,0,0,0
GO2981,33.333333333333336,0.3333333333333333,0,0,1,1,0,1,0,0
GO3038,43.333333333333336,1.3333333333333333,0,0,1,1,0,1,0,0
GO3335,76.66666666666667,1.3333333333333333,1,0,1,1,0,1,0,0
GO3547,75.0,1.0,0,0,1,1,0,0,0,0
GO3678,35.0,1.0,2,0,1,2,0,0,0,0
GO3757,70.0,0.5,0,0,1,1,0,0,0,0
GO3813,50.0,2.5,0,2,1,1,0,2,0,0
GO3937,25.0,1.0,1,0,1,1,0,0,0,0
GO4052,25.0,1.5,2,0,1,1,0,2,0,0
GO4291,60.0,0.6666666666666666,0,0,1,1,0,0,0,0
GO4391,0.0,0.6666666666666666,2,1,0,1,0,1,0,0
GO4415,60.0,1.0,1,0,1,2,0,2,0,0
GO4893,37.5,0.25,0,0,1,1,0,1,0,0
GO4931,60.0,0.6666666666666666,0,0,1,2,0,2,0,0
GO5286,8.333333333333334,0.6666666666666666,0,1,0,1,0,1,0,0
GO5371,43.333333333333336,2.0,1,0,1,1,0,0,0,1
GO5562,50.0,1.5,0,0,1,1,0,0,0,0
GO5593,20.0,0.0,0,2,1,0,0,1,0,0
GO5692,25.0,3.0,2,2,1,0,0,2,0,0
GO5964,16.666666666666668,0.6666666666666666,0,2,1,1,0,1,0,0
GO6116,25.0,2.25,0,2,1,1,0,1,0,0
GO6224,50.0,1.3333333333333333,0,2,1,1,0,1,0,0
GO6392,10.0,0.4,1,1,1,1,0,1,0,0
GO6805,43.333333333333336,1.3333333333333333,0,0,1,1,0,0,0,0
GO6890,50.0,1.0,3,2,1,1,0,1,0,0
GO7069,12.5,1.75,0,2,1,1,0,0,0,0
GO7132,50.0,2.0,2,0,1,2,0,2,0,0
GO7159,16.666666666666668,1.0,0,0,1,1,0,0,0,0
GO7257,13.333333333333334,0.5,0,1,0,1,0,0,0,0
GO7303,16.666666666666668,1.3333333333333333,0,2,1,1,0,1,0,0
GO7419,63.333333333333336,2.3333333333333335,0,0,1,2,0,2,0,0
GO7502,33.333333333333336,0.6666666666666666,0,0,1,0,0,0,0,0
GO7939,50.0,4.0,3,2,1,2,0,1,0,0
GO8230,50.0,0.6666666666666666,1,2,1,1,0,1,0,0
GO8337,50.0,0.5,0,0,1,1,0,1,0,0
GO8345,65.0,2.0,0,0,1,2,0,0,0,0
GO8478,25.0,1.0,0,0,1,1,0,1,0,0
GO8611,50.0,0.0,1,0,1,2,0,1,0,0
GO8890,33.333333333333336,1.0,1,2,1,1,0,1,0,0
GO8899,0.0,2.6666666666666665,1,0,1,1,0,1,0,0
GO8956,33.333333333333336,0.6666666666666666,1,0,1,1,0,1,0,0
GO9263,16.666666666666668,0.6666666666666666,0,0,1,1,0,1,0,0
GO9745,0.0,0.3333333333333333,0,1,0,1,0,1,0,0
GO9838,0.0,0.0,0,0,1,1,0,1,0,0
GP0075,40.0,1.6666666666666667,0,0,1,0,0,2,0,0
GP0370,21.666666666666668,1.0,0,1,0,1,0,1,0,0
GP0467,30.0,1.3333333333333333,0,0,1,1,0,0,0,0
GP0550,60.0,0.6666666666666666,0,0,1,1,0,1,0,0
GP0575,23.333333333333332,2.0,0,0,1,0,1,0,0,0
GP0892,65.0,1.5,1,0,1,1,0,1,0,0
GP0965,35.0,1.5,0,0,1,2,0,2,0,0
GP0983,33.333333333333336,0.6666666666666666,0,0,1,1,0,1,0,0
GP1018,50.0,0.6666666666666666,1,0,1,1,0,0,0,0
GP1028,25.0,2.5,0,0,1,1,0,1,0,0
GP1493,33.333333333333336,1.6666666666666667,0,0,1,1,0,2,0,0
GP1505,17.5,2.0,0,0,1,1,0,2,0,0
GP1659,43.333333333333336,1.6666666666666667,0,0,1,2,0,0,0,0
GP1824,37.5,1.5,0,0,1,1,0,1,0,0
GP2218,50.0,3.0,2,0,1,1,0,2,0,0
GP2417,20.0,1.6,1,1,1,1,0,1,0,0
GP2435,25.0,0.75,0,0,1,1,0,1,0,0
GP2456,0.0,3.0,0,2,1,1,0,0,0,0
GP2541,20.0,0.8,2,1,0,1,0,0,0,0
GP2780,50.0,1.0,0,2,1,1,0,1,0,0
GP2895,0.0,1.0,2,0,1,1,0,2,0,0
GP3578,37.5,1.0,0,2,1,1,0,1,0,0
GP3880,50.0,0.0,0,0,1,1,0,1,0,0
GP4074,50.0,0.5,0,0,1,1,0,1,0,0
GP4214,33.333333333333336,0.6666666666666666,0,0,1,1,0,0,0,0
GP4329,16.666666666666668,1.3333333333333333,1,0,1,1,0,0,0,0
GP4494,0.0,5.0,1,2,1,0,0,1,0,0
GP4559,62.5,1.25,0,2,1,1,0,1,0,0
GP4667,50.0,0.3333333333333333,0,0,1,1,0,1,0,0
GP4807,10.0,0.2,1,1,1,1,0,1,0,0
GP4941,50.0,0.0,0,0,1,1,0,1,0,0
GP4972,33.333333333333336,1.6666666666666667,1,0,1,2,0,1,0,0
GP5673,32.5,0.75,0,0,1,1,0,0,0,0
GP5828,50.0,1.0,0,0,1,1,0,2,0,0
GP5835,43.333333333333336,1.0,0,0,1,2,0,1,0,0
GP5969,25.0,5.0,2,0,1,1,0,2,0,0
GP6126,16.666666666666668,1.0,0,0,1,1,0,1,0,0
GP6278,33.333333333333336,1.0,0,0,1,2,0,1,0,0
GP6365,0.0,2.0,0,0,1,1,0,0,0,0
GP6381,40.0,2.0,0,0,1,1,0,0,0,0
GP6404,50.0,2.0,3,2,1,1,0,1,0,0
GP7020,10.0,1.0,0,0,1,1,0,1,0,0
GP7187,0.0,1.0,2,2,1,1,0,1,0,0
GP7384,25.0,1.0,0,2,1,1,0,1,0,0
GP7914,43.333333333333336,1.0,0,0,1,2,0,0,0,0
GP7950,16.666666666666668,0.6666666666666666,0,0,0,1,0,0,0,0
GP8317,25.0,0.5,1,0,1,1,0,0,0,0
GP8608,46.666666666666664,1.0,0,2,1,1,0,0,0,0
GP8631,50.0,0.6666666666666666,0,0,1,1,0,1,0,0
GP8870,63.333333333333336,1.6666666666666667,0,0,1,1,0,0,0,0
GP8994,50.0,1.5,2,1,1,0,0,1,0,0
GP9109,40.0,2.0,0,0,1,2,0,0,0,0
GP9164,25.0,3.0,0,2,1,1,0,0,0,0
GP9466,50.0,2.0,1,2,1,1,0,1,0,0
GP9826,16.666666666666668,0.6666666666666666,2,1,0,1,0,1,0,0
GP9964,57.5,0.75,0,0,1,1,0,1,0,0
GQ0128,20.0,1.2,3,1,0,1,0,1,0,0
GQ0154,43.333333333333336,2.0,0,2,1,1,0,1,0,1
GQ0167,46.666666666666664,1.0,0,0,1,1,0,1,0,0
GQ0173,50.0,1.3333333333333333,0,0,1,1,0,1,0,0
GQ0306,12.5,0.75,0,0,1,1,0,0,0,0
GQ0442,25.0,1.5,0,0,1,1,0,0,0,0
GQ0667,45.0,0.5,0,0,1,1,0,1,0,0
GQ0683,55.0,1.0,0,0,1,1,0,0,0,0
GQ0845,0.0,2.5,0,0,1,1,0,0,0,0
GQ1025,50.0,1.25,0,2,1,1,0,1,0,0
GQ1069,28.571428571428573,1.1428571428571428,0,1,1,1,0,1,0,0
GQ1384,33.333333333333336,0.6666666666666666,0,0,1,1,0,1,0,0
GQ1623,4.285714285714286,0.7142857142857143,0,1,0,1,0,1,0,0
GQ1690,10.0,0.4,0,1,1,1,0,1,0,0
GQ1706,67.5,1.5,0,0,1,1,0,2,0,0
GQ1836,45.0,0.75,0,0,1,1,0,1,0,0
GQ2056,0.0,2.5,0,1,0,1,0,1,0,0
GQ2455,50.0,0.0,0,0,1,1,0,1,0,0
GQ2684,25.0,1.25,0,0,1,1,0,0,0,0
GQ2803,33.333333333333336,1.3333333333333333,0,2,1,2,0,0,0,0
GQ3024,45.0,2.25,0,0,1,1,0,0,0,0
GQ3057,50.0,1.5,0,0,1,1,0,1,0,0
GQ3324,50.0,0.5,1,0,1,1,0,0,0,0
GQ3605,23.333333333333332,2.0,0,0,1,0,0,1,0,0
GQ3742,45.0,1.5,0,0,1,0,0,0,0,0
GQ4033,30.0,0.8333333333333334,0,1,0,1,0,1,0,0
GQ4252,40.0,3.6666666666666665,1,2,1,0,0,2,0,0
GQ4461,50.0,2.0,1,0,1,0,0,0,0,0
GQ4491,25.0,1.5,0,0,1,1,0,0,0,0
GQ4635,37.5,0.75,3,1,0,1,0,0,0,0
GQ4769,0.0,1.0,0,0,1,1,0,1,0,0
GQ4770,37.5,1.5,0,0,1,1,0,1,0,0
GQ4968,50.0,2.0,3,0,1,2,0,2,0,0
GQ5115,16.666666666666668,3.3333333333333335,0,2,1,1,0,1,0,0
GQ5170,50.0,6.0,3,2,1,1,0,2,0,0
GQ5212,26.666666666666668,0.3333333333333333,0,2,1,1,0,1,0,0
GQ5341,26.666666666666668,1.3333333333333333,0,1,0,1,0,0,0,0
GQ5447,32.5,1.0,0,0,1,1,0,1,0,0
GQ5571,0.0,1.3333333333333333,0,2,1,1,0,1,0,0
GQ5686,50.0,1.5,0,0,1,1,0,0,0,0
GQ5789,12.5,2.0,0,2,1,1,0,1,0,0
GQ5965,25.0,0.75,0,0,1,1,0,1,0,0
GQ6040,30.0,1.0,0,1,1,1,0,1,0,0
GQ6164,30.0,0.75,0,2,1,1,0,1,0,0
GQ6536,25.0,1.5,2,0,1,1,0,2,0,0
GQ6559,50.0,1.0,1,2,1,1,0,1,0,0
GQ6584,65.0,0.0,0,0,1,1,0,0,0,0
GQ6780,33.333333333333336,1.6666666666666667,1,0,1,2,0,2,0,0
GQ6901,37.5,0.5,0,0,1,2,0,1,0,0
GQ6996,25.0,2.5,1,0,1,1,0,2,0,0
GQ7606,26.666666666666668,1.0,1,0,0,1,0,2,0,0
GQ7713,0.0,2.0,0,0,1,1,0,0,0,0
GQ7837,50.0,1.5,1,0,1,1,0,0,0,0
GQ7903,50.0,4.5,1,2,1,1,0,1,0,0
GQ7951,35.0,2.5,0,0,1,0,0,0,0,0
GQ8293,25.0,1.5,0,0,1,1,0,0,0,0
GQ8312,50.0,2.0,3,2,1,1,0,1,0,0
GQ8315,24.0,0.2,0,1,0,1,0,1,0,0
GQ8976,50.0,1.5,0,0,1,1,0,1,0,0
GQ9032,16.666666666666668,1.6666666666666667,0,0,1,1,0,1,0,0
GQ9147,0.0,0.5,0,0,1,1,0,1,0,0
GQ9200,25.0,1.5,2,0,1,1,0,1,0,0
GQ9735,0.0,1.6666666666666667,0,1,0,1,0,0,0,0
GQ9903,10.0,2.0,0,2,1,0,0,2,0,0
GR0619,63.333333333333336,1.3333333333333333,0,2,1,1,0,1,0,0
GR0705,16.666666666666668,1.3333333333333333,0,0,1,1,0,1,0,0
GR1023,40.0,1.75,0,2,1,1,0,1,0,0
GR1176,37.5,1.0,0,0,1,1,0,0,0,0
GR1181,25.0,2.0,0,0,1,1,0,1,0,0
GR1268,25.0,1.5,0,2,1,1,0,1,0,0
GR1422,18.0,1.2,1,1,0,1,0,2,0,1
GR1610,25.0,1.5,2,2,1,0,0,0,0,0
GR1614,40.0,1.0,0,2,1,2,0,1,0,0
GR1713,37.5,1.75,0,2,1,1,0,1,0,0
GR1790,0.0,0.75,1,1,0,1,0,1,0,0
GR2226,5.0,1.5,0,0,1,1,0,1,0,0
GR2296,50.0,0.5,0,0,1,1,0,1,0,0
GR2617,50.0,1.5,0,0,1,1,0,0,0,0
GR2724,25.0,1.5,1,0,1,1,0,0,0,0
GR3539,25.0,1.0,0,0,1,1,0,1,0,0
GR3749,37.5,2.5,0,2,1,1,0,1,0,0
GR3812,50.0,1.25,0,0,1,1,0,2,0,0
GR4067,33.333333333333336,1.6666666666666667,0,2,1,2,0,1,0,0
GR4141,60.0,1.3333333333333333,1,0,1,2,0,1,0,0
GR4529,60.0,1.6666666666666667,0,0,1,2,0,1,0,0
GR4552,23.333333333333332,3.0,0,2,1,1,0,1,0,0
GR4768,50.0,1.25,0,2,1,1,0,0,0,0
GR4883,16.666666666666668,2.6666666666666665,0,2,1,1,0,1,0,0
GR4940,25.0,2.0,0,0,1,1,0,2,0,0
GR5002,33.333333333333336,1.6666666666666667,0,0,1,1,0,1,0,0
GR5059,50.0,4.0,3,2,1,2,0,2,0,0
GR5252,16.666666666666668,2.0,0,1,0,1,0,1,0,0
GR5303,0.0,2.0,1,0,1,1,0,0,0,0
GR5315,50.0,0.0,0,0,1,1,0,0,0,0
GR5679,23.333333333333332,2.0,0,0,1,1,0,1,0,0
GR5711,63.333333333333336,0.6666666666666666,1,0,1,2,0,0,0,0
GR5724,25.0,1.5,2,0,1,1,0,2,0,0
GR5953,75.0,1.5,0,0,1,1,0,0,0,0
GR6025,70.0,0.5,0,0,1,1,0,0,0,0
GR6243,50.0,1.0,0,0,1,1,0,0,0,0
GR6645,0.0,0.5,0,1,0,1,0,2,0,0
GR6721,15.0,0.6666666666666666,0,1,0,1,0,1,0,0
GR7051,40.0,2.3333333333333335,0,0,1,1,0,2,0,0
GR7649,6.666666666666667,3.0,0,2,1,1,0,1,0,0
GR8039,45.0,1.5,0,0,1,1,0,0,0,0
GR8080,26.666666666666668,2.0,0,0,1,1,0,1,0,0
GR8083,45.0,1.25,0,0,1,1,0,0,0,0
GR8349,0.0,1.3333333333333333,1,2,1,1,0,1,0,0
GR8812,30.0,0.3333333333333333,0,1,0,1,0,1,0,0
GR9256,26.666666666666668,1.0,0,0,1,1,0,1,0,0
